d3mIndex,type,repeat,fold
18472,TRAIN,0,0
18473,TRAIN,0,0
18474,TRAIN,0,0
18475,TRAIN,0,0
18480,TRAIN,0,0
18481,TRAIN,0,0
18483,TRAIN,0,0
18485,TRAIN,0,0
18489,TRAIN,0,0
18491,TRAIN,0,0
18494,TRAIN,0,0
18495,TRAIN,0,0
18496,TRAIN,0,0
18498,TRAIN,0,0
18499,TRAIN,0,0
18500,TRAIN,0,0
18503,TRAIN,0,0
18504,TRAIN,0,0
18507,TRAIN,0,0
18508,TRAIN,0,0
18509,TRAIN,0,0
18510,TRAIN,0,0
18513,TRAIN,0,0
18519,TRAIN,0,0
18520,TRAIN,0,0
18523,TRAIN,0,0
18524,TRAIN,0,0
18525,TRAIN,0,0
18526,TRAIN,0,0
18528,TRAIN,0,0
18529,TRAIN,0,0
18532,TRAIN,0,0
18533,TRAIN,0,0
18534,TRAIN,0,0
18538,TRAIN,0,0
18539,TRAIN,0,0
18540,TRAIN,0,0
18541,TRAIN,0,0
18545,TRAIN,0,0
18546,TRAIN,0,0
18547,TRAIN,0,0
18548,TRAIN,0,0
18550,TRAIN,0,0
18553,TRAIN,0,0
18554,TRAIN,0,0
18555,TRAIN,0,0
18557,TRAIN,0,0
18563,TRAIN,0,0
18567,TRAIN,0,0
18568,TRAIN,0,0
18573,TRAIN,0,0
18575,TRAIN,0,0
18579,TRAIN,0,0
18580,TRAIN,0,0
18582,TRAIN,0,0
18583,TRAIN,0,0
18584,TRAIN,0,0
18588,TRAIN,0,0
18591,TRAIN,0,0
18593,TRAIN,0,0
18594,TRAIN,0,0
18595,TRAIN,0,0
18596,TRAIN,0,0
18597,TRAIN,0,0
18599,TRAIN,0,0
18600,TRAIN,0,0
18601,TRAIN,0,0
18603,TRAIN,0,0
18606,TRAIN,0,0
18607,TRAIN,0,0
18609,TRAIN,0,0
18610,TRAIN,0,0
18611,TRAIN,0,0
18617,TRAIN,0,0
18619,TRAIN,0,0
18620,TRAIN,0,0
18624,TRAIN,0,0
18625,TRAIN,0,0
18627,TRAIN,0,0
18629,TRAIN,0,0
18630,TRAIN,0,0
18631,TRAIN,0,0
18633,TRAIN,0,0
18634,TRAIN,0,0
18636,TRAIN,0,0
18638,TRAIN,0,0
18639,TRAIN,0,0
18641,TRAIN,0,0
18645,TRAIN,0,0
18647,TRAIN,0,0
18648,TRAIN,0,0
18649,TRAIN,0,0
18650,TRAIN,0,0
18651,TRAIN,0,0
18652,TRAIN,0,0
18657,TRAIN,0,0
18658,TRAIN,0,0
18660,TRAIN,0,0
18661,TRAIN,0,0
18664,TRAIN,0,0
18665,TRAIN,0,0
18666,TRAIN,0,0
18667,TRAIN,0,0
18668,TRAIN,0,0
18669,TRAIN,0,0
18671,TRAIN,0,0
18672,TRAIN,0,0
18674,TRAIN,0,0
18675,TRAIN,0,0
18678,TRAIN,0,0
18681,TRAIN,0,0
18682,TRAIN,0,0
18683,TRAIN,0,0
18684,TRAIN,0,0
18686,TRAIN,0,0
18688,TRAIN,0,0
18693,TRAIN,0,0
18694,TRAIN,0,0
18695,TRAIN,0,0
18696,TRAIN,0,0
18697,TRAIN,0,0
18700,TRAIN,0,0
18703,TRAIN,0,0
18705,TRAIN,0,0
18707,TRAIN,0,0
18709,TRAIN,0,0
18710,TRAIN,0,0
18712,TRAIN,0,0
18713,TRAIN,0,0
18714,TRAIN,0,0
18715,TRAIN,0,0
18716,TRAIN,0,0
18717,TRAIN,0,0
18718,TRAIN,0,0
18719,TRAIN,0,0
18721,TRAIN,0,0
18722,TRAIN,0,0
18723,TRAIN,0,0
18724,TRAIN,0,0
18725,TRAIN,0,0
18726,TRAIN,0,0
18728,TRAIN,0,0
18731,TRAIN,0,0
18732,TRAIN,0,0
18733,TRAIN,0,0
18735,TRAIN,0,0
18736,TRAIN,0,0
18737,TRAIN,0,0
18738,TRAIN,0,0
18739,TRAIN,0,0
18740,TRAIN,0,0
18743,TRAIN,0,0
18744,TRAIN,0,0
18746,TRAIN,0,0
18747,TRAIN,0,0
18748,TRAIN,0,0
18749,TRAIN,0,0
18751,TRAIN,0,0
18754,TRAIN,0,0
18756,TRAIN,0,0
18757,TRAIN,0,0
18758,TRAIN,0,0
18760,TRAIN,0,0
18763,TRAIN,0,0
18765,TRAIN,0,0
18766,TRAIN,0,0
18767,TRAIN,0,0
18769,TRAIN,0,0
18770,TRAIN,0,0
18771,TRAIN,0,0
18772,TRAIN,0,0
18773,TRAIN,0,0
18775,TRAIN,0,0
18776,TRAIN,0,0
18777,TRAIN,0,0
18778,TRAIN,0,0
18780,TRAIN,0,0
18781,TRAIN,0,0
18782,TRAIN,0,0
18784,TRAIN,0,0
18785,TRAIN,0,0
18791,TRAIN,0,0
18792,TRAIN,0,0
18793,TRAIN,0,0
18794,TRAIN,0,0
18795,TRAIN,0,0
18797,TRAIN,0,0
18798,TRAIN,0,0
18800,TRAIN,0,0
18801,TRAIN,0,0
18803,TRAIN,0,0
18804,TRAIN,0,0
18807,TRAIN,0,0
18809,TRAIN,0,0
18814,TRAIN,0,0
18815,TRAIN,0,0
18816,TRAIN,0,0
18817,TRAIN,0,0
18818,TRAIN,0,0
18820,TRAIN,0,0
18821,TRAIN,0,0
18822,TRAIN,0,0
18823,TRAIN,0,0
18827,TRAIN,0,0
18828,TRAIN,0,0
18830,TRAIN,0,0
18831,TRAIN,0,0
18834,TRAIN,0,0
18838,TRAIN,0,0
18839,TRAIN,0,0
18841,TRAIN,0,0
18842,TRAIN,0,0
18844,TRAIN,0,0
18845,TRAIN,0,0
18846,TRAIN,0,0
18847,TRAIN,0,0
18848,TRAIN,0,0
18852,TRAIN,0,0
18854,TRAIN,0,0
18855,TRAIN,0,0
18856,TRAIN,0,0
18858,TRAIN,0,0
18860,TRAIN,0,0
18861,TRAIN,0,0
18864,TRAIN,0,0
18865,TRAIN,0,0
18867,TRAIN,0,0
18870,TRAIN,0,0
18871,TRAIN,0,0
18873,TRAIN,0,0
18874,TRAIN,0,0
18876,TRAIN,0,0
18877,TRAIN,0,0
18878,TRAIN,0,0
18879,TRAIN,0,0
18881,TRAIN,0,0
18882,TRAIN,0,0
18883,TRAIN,0,0
18884,TRAIN,0,0
18885,TRAIN,0,0
18887,TRAIN,0,0
18888,TRAIN,0,0
18889,TRAIN,0,0
18890,TRAIN,0,0
18891,TRAIN,0,0
18894,TRAIN,0,0
18895,TRAIN,0,0
18896,TRAIN,0,0
18897,TRAIN,0,0
18900,TRAIN,0,0
18901,TRAIN,0,0
18905,TRAIN,0,0
18906,TRAIN,0,0
18907,TRAIN,0,0
18910,TRAIN,0,0
18912,TRAIN,0,0
18915,TRAIN,0,0
18916,TRAIN,0,0
18917,TRAIN,0,0
18918,TRAIN,0,0
18919,TRAIN,0,0
18920,TRAIN,0,0
18921,TRAIN,0,0
18922,TRAIN,0,0
18924,TRAIN,0,0
18926,TRAIN,0,0
18927,TRAIN,0,0
18929,TRAIN,0,0
18930,TRAIN,0,0
18932,TRAIN,0,0
18933,TRAIN,0,0
18934,TRAIN,0,0
18935,TRAIN,0,0
18936,TRAIN,0,0
18937,TRAIN,0,0
18939,TRAIN,0,0
18942,TRAIN,0,0
18943,TRAIN,0,0
18944,TRAIN,0,0
18945,TRAIN,0,0
18946,TRAIN,0,0
18947,TRAIN,0,0
18950,TRAIN,0,0
18951,TRAIN,0,0
18953,TRAIN,0,0
18955,TRAIN,0,0
18956,TRAIN,0,0
18957,TRAIN,0,0
18960,TRAIN,0,0
18961,TRAIN,0,0
18963,TRAIN,0,0
18964,TRAIN,0,0
18965,TRAIN,0,0
18966,TRAIN,0,0
18970,TRAIN,0,0
18971,TRAIN,0,0
18972,TRAIN,0,0
18973,TRAIN,0,0
18974,TRAIN,0,0
18975,TRAIN,0,0
18976,TRAIN,0,0
18977,TRAIN,0,0
18980,TRAIN,0,0
18981,TRAIN,0,0
18982,TRAIN,0,0
18983,TRAIN,0,0
18984,TRAIN,0,0
18986,TRAIN,0,0
18987,TRAIN,0,0
18988,TRAIN,0,0
18990,TRAIN,0,0
18991,TRAIN,0,0
18992,TRAIN,0,0
18994,TRAIN,0,0
18997,TRAIN,0,0
18999,TRAIN,0,0
19000,TRAIN,0,0
19002,TRAIN,0,0
19003,TRAIN,0,0
19004,TRAIN,0,0
19006,TRAIN,0,0
19007,TRAIN,0,0
19008,TRAIN,0,0
19010,TRAIN,0,0
19013,TRAIN,0,0
19015,TRAIN,0,0
19016,TRAIN,0,0
19017,TRAIN,0,0
19018,TRAIN,0,0
19021,TRAIN,0,0
19023,TRAIN,0,0
19024,TRAIN,0,0
19025,TRAIN,0,0
19026,TRAIN,0,0
19027,TRAIN,0,0
19028,TRAIN,0,0
19030,TRAIN,0,0
19033,TRAIN,0,0
19034,TRAIN,0,0
19036,TRAIN,0,0
19038,TRAIN,0,0
19039,TRAIN,0,0
19040,TRAIN,0,0
19041,TRAIN,0,0
19042,TRAIN,0,0
19043,TRAIN,0,0
19044,TRAIN,0,0
19045,TRAIN,0,0
19048,TRAIN,0,0
19049,TRAIN,0,0
19055,TRAIN,0,0
19057,TRAIN,0,0
19058,TRAIN,0,0
19061,TRAIN,0,0
19064,TRAIN,0,0
19065,TRAIN,0,0
19066,TRAIN,0,0
19069,TRAIN,0,0
19070,TRAIN,0,0
19072,TRAIN,0,0
19073,TRAIN,0,0
19076,TRAIN,0,0
19077,TRAIN,0,0
19078,TRAIN,0,0
19079,TRAIN,0,0
19081,TRAIN,0,0
19082,TRAIN,0,0
19084,TRAIN,0,0
19085,TRAIN,0,0
19086,TRAIN,0,0
19090,TRAIN,0,0
19092,TRAIN,0,0
19093,TRAIN,0,0
19096,TRAIN,0,0
19099,TRAIN,0,0
19103,TRAIN,0,0
19106,TRAIN,0,0
19107,TRAIN,0,0
19108,TRAIN,0,0
19109,TRAIN,0,0
19110,TRAIN,0,0
19111,TRAIN,0,0
19112,TRAIN,0,0
19113,TRAIN,0,0
19118,TRAIN,0,0
19120,TRAIN,0,0
19121,TRAIN,0,0
19122,TRAIN,0,0
19123,TRAIN,0,0
19124,TRAIN,0,0
19125,TRAIN,0,0
19126,TRAIN,0,0
19128,TRAIN,0,0
19129,TRAIN,0,0
19130,TRAIN,0,0
19131,TRAIN,0,0
19132,TRAIN,0,0
19133,TRAIN,0,0
19134,TRAIN,0,0
19136,TRAIN,0,0
19137,TRAIN,0,0
19139,TRAIN,0,0
19144,TRAIN,0,0
19145,TRAIN,0,0
19147,TRAIN,0,0
19148,TRAIN,0,0
19149,TRAIN,0,0
19152,TRAIN,0,0
19153,TRAIN,0,0
19155,TRAIN,0,0
19156,TRAIN,0,0
19158,TRAIN,0,0
19159,TRAIN,0,0
19160,TRAIN,0,0
19162,TRAIN,0,0
19163,TRAIN,0,0
19164,TRAIN,0,0
19165,TRAIN,0,0
19167,TRAIN,0,0
19168,TRAIN,0,0
19170,TRAIN,0,0
19171,TRAIN,0,0
19173,TRAIN,0,0
19174,TRAIN,0,0
19175,TRAIN,0,0
19176,TRAIN,0,0
19177,TRAIN,0,0
19178,TRAIN,0,0
19183,TRAIN,0,0
19184,TRAIN,0,0
19185,TRAIN,0,0
19186,TRAIN,0,0
19188,TRAIN,0,0
19190,TRAIN,0,0
19192,TRAIN,0,0
19193,TRAIN,0,0
19197,TRAIN,0,0
19199,TRAIN,0,0
19200,TRAIN,0,0
19201,TRAIN,0,0
19202,TRAIN,0,0
19203,TRAIN,0,0
19204,TRAIN,0,0
19205,TRAIN,0,0
19206,TRAIN,0,0
19207,TRAIN,0,0
19211,TRAIN,0,0
19213,TRAIN,0,0
19214,TRAIN,0,0
19215,TRAIN,0,0
19216,TRAIN,0,0
19218,TRAIN,0,0
19220,TRAIN,0,0
19222,TRAIN,0,0
19224,TRAIN,0,0
19226,TRAIN,0,0
19227,TRAIN,0,0
19230,TRAIN,0,0
19231,TRAIN,0,0
19232,TRAIN,0,0
19234,TRAIN,0,0
19237,TRAIN,0,0
19238,TRAIN,0,0
19242,TRAIN,0,0
19243,TRAIN,0,0
19245,TRAIN,0,0
19251,TRAIN,0,0
19253,TRAIN,0,0
19254,TRAIN,0,0
19255,TRAIN,0,0
19256,TRAIN,0,0
19257,TRAIN,0,0
19258,TRAIN,0,0
19260,TRAIN,0,0
19262,TRAIN,0,0
19263,TRAIN,0,0
19264,TRAIN,0,0
19267,TRAIN,0,0
19268,TRAIN,0,0
19269,TRAIN,0,0
19270,TRAIN,0,0
19271,TRAIN,0,0
19272,TRAIN,0,0
19273,TRAIN,0,0
19274,TRAIN,0,0
19275,TRAIN,0,0
19276,TRAIN,0,0
19277,TRAIN,0,0
19280,TRAIN,0,0
19282,TRAIN,0,0
19283,TRAIN,0,0
19286,TRAIN,0,0
19287,TRAIN,0,0
19289,TRAIN,0,0
19290,TRAIN,0,0
19291,TRAIN,0,0
19293,TRAIN,0,0
19294,TRAIN,0,0
19295,TRAIN,0,0
19296,TRAIN,0,0
19301,TRAIN,0,0
19305,TRAIN,0,0
19306,TRAIN,0,0
19307,TRAIN,0,0
19309,TRAIN,0,0
19311,TRAIN,0,0
19312,TRAIN,0,0
19313,TRAIN,0,0
19316,TRAIN,0,0
19318,TRAIN,0,0
19321,TRAIN,0,0
19323,TRAIN,0,0
19326,TRAIN,0,0
19327,TRAIN,0,0
19328,TRAIN,0,0
19329,TRAIN,0,0
19330,TRAIN,0,0
19331,TRAIN,0,0
19332,TRAIN,0,0
19333,TRAIN,0,0
19335,TRAIN,0,0
19336,TRAIN,0,0
19338,TRAIN,0,0
19340,TRAIN,0,0
19341,TRAIN,0,0
19342,TRAIN,0,0
19344,TRAIN,0,0
19346,TRAIN,0,0
19347,TRAIN,0,0
19349,TRAIN,0,0
19350,TRAIN,0,0
19351,TRAIN,0,0
19354,TRAIN,0,0
19356,TRAIN,0,0
19357,TRAIN,0,0
19358,TRAIN,0,0
19360,TRAIN,0,0
19361,TRAIN,0,0
19363,TRAIN,0,0
19364,TRAIN,0,0
19365,TRAIN,0,0
19366,TRAIN,0,0
19367,TRAIN,0,0
19368,TRAIN,0,0
19370,TRAIN,0,0
19371,TRAIN,0,0
19373,TRAIN,0,0
19374,TRAIN,0,0
19376,TRAIN,0,0
19378,TRAIN,0,0
19379,TRAIN,0,0
19380,TRAIN,0,0
19381,TRAIN,0,0
19382,TRAIN,0,0
19383,TRAIN,0,0
19385,TRAIN,0,0
19386,TRAIN,0,0
19387,TRAIN,0,0
19388,TRAIN,0,0
19389,TRAIN,0,0
19390,TRAIN,0,0
19391,TRAIN,0,0
19392,TRAIN,0,0
19395,TRAIN,0,0
19396,TRAIN,0,0
19400,TRAIN,0,0
19401,TRAIN,0,0
19404,TRAIN,0,0
19405,TRAIN,0,0
19406,TRAIN,0,0
19407,TRAIN,0,0
19408,TRAIN,0,0
19410,TRAIN,0,0
19411,TRAIN,0,0
19412,TRAIN,0,0
19413,TRAIN,0,0
19416,TRAIN,0,0
19417,TRAIN,0,0
19418,TRAIN,0,0
19420,TRAIN,0,0
19421,TRAIN,0,0
19423,TRAIN,0,0
19425,TRAIN,0,0
19429,TRAIN,0,0
19431,TRAIN,0,0
19433,TRAIN,0,0
19436,TRAIN,0,0
19438,TRAIN,0,0
19439,TRAIN,0,0
19440,TRAIN,0,0
19445,TRAIN,0,0
19446,TRAIN,0,0
19447,TRAIN,0,0
19449,TRAIN,0,0
19450,TRAIN,0,0
19451,TRAIN,0,0
19452,TRAIN,0,0
19454,TRAIN,0,0
19460,TRAIN,0,0
19461,TRAIN,0,0
19465,TRAIN,0,0
19467,TRAIN,0,0
19468,TRAIN,0,0
19469,TRAIN,0,0
19471,TRAIN,0,0
19472,TRAIN,0,0
19473,TRAIN,0,0
19474,TRAIN,0,0
19475,TRAIN,0,0
19476,TRAIN,0,0
19477,TRAIN,0,0
19480,TRAIN,0,0
19481,TRAIN,0,0
19482,TRAIN,0,0
19484,TRAIN,0,0
19485,TRAIN,0,0
19486,TRAIN,0,0
19487,TRAIN,0,0
19488,TRAIN,0,0
19490,TRAIN,0,0
19491,TRAIN,0,0
19494,TRAIN,0,0
19495,TRAIN,0,0
19498,TRAIN,0,0
19499,TRAIN,0,0
19502,TRAIN,0,0
19503,TRAIN,0,0
19505,TRAIN,0,0
19506,TRAIN,0,0
19507,TRAIN,0,0
19509,TRAIN,0,0
19510,TRAIN,0,0
19512,TRAIN,0,0
19514,TRAIN,0,0
19515,TRAIN,0,0
19517,TRAIN,0,0
19518,TRAIN,0,0
19521,TRAIN,0,0
19522,TRAIN,0,0
19523,TRAIN,0,0
19524,TRAIN,0,0
19525,TRAIN,0,0
19526,TRAIN,0,0
19531,TRAIN,0,0
19532,TRAIN,0,0
19534,TRAIN,0,0
19535,TRAIN,0,0
19536,TRAIN,0,0
19537,TRAIN,0,0
19538,TRAIN,0,0
19539,TRAIN,0,0
19540,TRAIN,0,0
19542,TRAIN,0,0
19543,TRAIN,0,0
19547,TRAIN,0,0
19549,TRAIN,0,0
19550,TRAIN,0,0
19551,TRAIN,0,0
19552,TRAIN,0,0
19553,TRAIN,0,0
19554,TRAIN,0,0
19555,TRAIN,0,0
19556,TRAIN,0,0
19558,TRAIN,0,0
19560,TRAIN,0,0
19562,TRAIN,0,0
19563,TRAIN,0,0
19564,TRAIN,0,0
19565,TRAIN,0,0
19568,TRAIN,0,0
19571,TRAIN,0,0
19572,TRAIN,0,0
19573,TRAIN,0,0
19575,TRAIN,0,0
19576,TRAIN,0,0
19577,TRAIN,0,0
19579,TRAIN,0,0
19580,TRAIN,0,0
19581,TRAIN,0,0
19582,TRAIN,0,0
19583,TRAIN,0,0
19584,TRAIN,0,0
19587,TRAIN,0,0
19588,TRAIN,0,0
19591,TRAIN,0,0
19592,TRAIN,0,0
19596,TRAIN,0,0
19597,TRAIN,0,0
19598,TRAIN,0,0
19600,TRAIN,0,0
19603,TRAIN,0,0
19606,TRAIN,0,0
19607,TRAIN,0,0
19608,TRAIN,0,0
19611,TRAIN,0,0
19612,TRAIN,0,0
19613,TRAIN,0,0
19615,TRAIN,0,0
19618,TRAIN,0,0
19620,TRAIN,0,0
19621,TRAIN,0,0
19622,TRAIN,0,0
19623,TRAIN,0,0
19627,TRAIN,0,0
19628,TRAIN,0,0
19629,TRAIN,0,0
19630,TRAIN,0,0
19631,TRAIN,0,0
19633,TRAIN,0,0
19634,TRAIN,0,0
19636,TRAIN,0,0
19637,TRAIN,0,0
19638,TRAIN,0,0
19640,TRAIN,0,0
19641,TRAIN,0,0
19642,TRAIN,0,0
19644,TRAIN,0,0
19645,TRAIN,0,0
19646,TRAIN,0,0
19647,TRAIN,0,0
19648,TRAIN,0,0
19650,TRAIN,0,0
19651,TRAIN,0,0
19653,TRAIN,0,0
19654,TRAIN,0,0
19655,TRAIN,0,0
19656,TRAIN,0,0
19658,TRAIN,0,0
19661,TRAIN,0,0
19662,TRAIN,0,0
19663,TRAIN,0,0
19664,TRAIN,0,0
19665,TRAIN,0,0
19666,TRAIN,0,0
19668,TRAIN,0,0
19669,TRAIN,0,0
19672,TRAIN,0,0
19673,TRAIN,0,0
19674,TRAIN,0,0
19675,TRAIN,0,0
19677,TRAIN,0,0
19679,TRAIN,0,0
19680,TRAIN,0,0
19681,TRAIN,0,0
19683,TRAIN,0,0
19685,TRAIN,0,0
19686,TRAIN,0,0
19687,TRAIN,0,0
19688,TRAIN,0,0
19689,TRAIN,0,0
19692,TRAIN,0,0
19693,TRAIN,0,0
19694,TRAIN,0,0
19698,TRAIN,0,0
19699,TRAIN,0,0
19702,TRAIN,0,0
19704,TRAIN,0,0
19707,TRAIN,0,0
19708,TRAIN,0,0
19710,TRAIN,0,0
19711,TRAIN,0,0
19714,TRAIN,0,0
19715,TRAIN,0,0
19717,TRAIN,0,0
19719,TRAIN,0,0
19723,TRAIN,0,0
19724,TRAIN,0,0
19725,TRAIN,0,0
19726,TRAIN,0,0
19727,TRAIN,0,0
19728,TRAIN,0,0
19733,TRAIN,0,0
19734,TRAIN,0,0
19735,TRAIN,0,0
19736,TRAIN,0,0
19737,TRAIN,0,0
19738,TRAIN,0,0
19739,TRAIN,0,0
19740,TRAIN,0,0
19742,TRAIN,0,0
19743,TRAIN,0,0
19744,TRAIN,0,0
19745,TRAIN,0,0
19749,TRAIN,0,0
19750,TRAIN,0,0
19755,TRAIN,0,0
19756,TRAIN,0,0
19757,TRAIN,0,0
19759,TRAIN,0,0
19761,TRAIN,0,0
19762,TRAIN,0,0
19763,TRAIN,0,0
19765,TRAIN,0,0
19766,TRAIN,0,0
19768,TRAIN,0,0
19771,TRAIN,0,0
19772,TRAIN,0,0
19773,TRAIN,0,0
19774,TRAIN,0,0
19776,TRAIN,0,0
19777,TRAIN,0,0
19778,TRAIN,0,0
19779,TRAIN,0,0
19780,TRAIN,0,0
19781,TRAIN,0,0
19784,TRAIN,0,0
19785,TRAIN,0,0
19787,TRAIN,0,0
19789,TRAIN,0,0
19790,TRAIN,0,0
19791,TRAIN,0,0
19792,TRAIN,0,0
19793,TRAIN,0,0
19794,TRAIN,0,0
19796,TRAIN,0,0
19798,TRAIN,0,0
19799,TRAIN,0,0
19800,TRAIN,0,0
19801,TRAIN,0,0
19802,TRAIN,0,0
19805,TRAIN,0,0
19806,TRAIN,0,0
19807,TRAIN,0,0
19811,TRAIN,0,0
19812,TRAIN,0,0
19813,TRAIN,0,0
19814,TRAIN,0,0
19815,TRAIN,0,0
19816,TRAIN,0,0
19817,TRAIN,0,0
19821,TRAIN,0,0
19826,TRAIN,0,0
19827,TRAIN,0,0
19829,TRAIN,0,0
19830,TRAIN,0,0
19833,TRAIN,0,0
19834,TRAIN,0,0
19836,TRAIN,0,0
19837,TRAIN,0,0
19839,TRAIN,0,0
19842,TRAIN,0,0
19843,TRAIN,0,0
19844,TRAIN,0,0
19846,TRAIN,0,0
19847,TRAIN,0,0
19848,TRAIN,0,0
19849,TRAIN,0,0
19851,TRAIN,0,0
19852,TRAIN,0,0
19854,TRAIN,0,0
19856,TRAIN,0,0
19858,TRAIN,0,0
19861,TRAIN,0,0
19862,TRAIN,0,0
19865,TRAIN,0,0
19868,TRAIN,0,0
19870,TRAIN,0,0
19871,TRAIN,0,0
19872,TRAIN,0,0
19875,TRAIN,0,0
19876,TRAIN,0,0
19879,TRAIN,0,0
19880,TRAIN,0,0
19882,TRAIN,0,0
19883,TRAIN,0,0
19884,TRAIN,0,0
19885,TRAIN,0,0
19887,TRAIN,0,0
19889,TRAIN,0,0
19891,TRAIN,0,0
19894,TRAIN,0,0
19895,TRAIN,0,0
19900,TRAIN,0,0
19901,TRAIN,0,0
19903,TRAIN,0,0
19904,TRAIN,0,0
19905,TRAIN,0,0
19906,TRAIN,0,0
19907,TRAIN,0,0
19908,TRAIN,0,0
19909,TRAIN,0,0
19911,TRAIN,0,0
19912,TRAIN,0,0
19916,TRAIN,0,0
19918,TRAIN,0,0
19919,TRAIN,0,0
19921,TRAIN,0,0
19922,TRAIN,0,0
19923,TRAIN,0,0
19926,TRAIN,0,0
19927,TRAIN,0,0
19929,TRAIN,0,0
19930,TRAIN,0,0
19931,TRAIN,0,0
19935,TRAIN,0,0
19936,TRAIN,0,0
19938,TRAIN,0,0
19940,TRAIN,0,0
19943,TRAIN,0,0
19951,TRAIN,0,0
19952,TRAIN,0,0
19953,TRAIN,0,0
19955,TRAIN,0,0
19958,TRAIN,0,0
19961,TRAIN,0,0
19964,TRAIN,0,0
19965,TRAIN,0,0
19966,TRAIN,0,0
19967,TRAIN,0,0
19968,TRAIN,0,0
19970,TRAIN,0,0
19972,TRAIN,0,0
19973,TRAIN,0,0
19974,TRAIN,0,0
19975,TRAIN,0,0
19976,TRAIN,0,0
19978,TRAIN,0,0
19979,TRAIN,0,0
19980,TRAIN,0,0
19981,TRAIN,0,0
19982,TRAIN,0,0
19983,TRAIN,0,0
19984,TRAIN,0,0
19985,TRAIN,0,0
19986,TRAIN,0,0
19988,TRAIN,0,0
19989,TRAIN,0,0
19990,TRAIN,0,0
19991,TRAIN,0,0
19992,TRAIN,0,0
19993,TRAIN,0,0
19994,TRAIN,0,0
19998,TRAIN,0,0
19999,TRAIN,0,0
20000,TRAIN,0,0
20003,TRAIN,0,0
20004,TRAIN,0,0
20005,TRAIN,0,0
20006,TRAIN,0,0
20012,TRAIN,0,0
20015,TRAIN,0,0
20019,TRAIN,0,0
20021,TRAIN,0,0
20026,TRAIN,0,0
20027,TRAIN,0,0
20028,TRAIN,0,0
20030,TRAIN,0,0
20032,TRAIN,0,0
20033,TRAIN,0,0
20034,TRAIN,0,0
20035,TRAIN,0,0
20038,TRAIN,0,0
20039,TRAIN,0,0
20040,TRAIN,0,0
20043,TRAIN,0,0
20047,TRAIN,0,0
20049,TRAIN,0,0
20051,TRAIN,0,0
20052,TRAIN,0,0
20055,TRAIN,0,0
20056,TRAIN,0,0
20057,TRAIN,0,0
20059,TRAIN,0,0
20060,TRAIN,0,0
20061,TRAIN,0,0
20062,TRAIN,0,0
20063,TRAIN,0,0
20064,TRAIN,0,0
20066,TRAIN,0,0
20067,TRAIN,0,0
20068,TRAIN,0,0
20069,TRAIN,0,0
20071,TRAIN,0,0
20072,TRAIN,0,0
20073,TRAIN,0,0
20074,TRAIN,0,0
20075,TRAIN,0,0
20076,TRAIN,0,0
20077,TRAIN,0,0
20078,TRAIN,0,0
20080,TRAIN,0,0
20081,TRAIN,0,0
20083,TRAIN,0,0
20087,TRAIN,0,0
20088,TRAIN,0,0
20089,TRAIN,0,0
20091,TRAIN,0,0
20092,TRAIN,0,0
20093,TRAIN,0,0
20094,TRAIN,0,0
20096,TRAIN,0,0
20097,TRAIN,0,0
20098,TRAIN,0,0
20101,TRAIN,0,0
20102,TRAIN,0,0
20104,TRAIN,0,0
20106,TRAIN,0,0
20107,TRAIN,0,0
20108,TRAIN,0,0
20109,TRAIN,0,0
20110,TRAIN,0,0
20114,TRAIN,0,0
20115,TRAIN,0,0
20116,TRAIN,0,0
20118,TRAIN,0,0
20121,TRAIN,0,0
20122,TRAIN,0,0
20124,TRAIN,0,0
20128,TRAIN,0,0
20132,TRAIN,0,0
20134,TRAIN,0,0
20137,TRAIN,0,0
20142,TRAIN,0,0
20145,TRAIN,0,0
20146,TRAIN,0,0
20147,TRAIN,0,0
20148,TRAIN,0,0
20150,TRAIN,0,0
20152,TRAIN,0,0
20153,TRAIN,0,0
20154,TRAIN,0,0
20155,TRAIN,0,0
20156,TRAIN,0,0
20157,TRAIN,0,0
20158,TRAIN,0,0
20162,TRAIN,0,0
20164,TRAIN,0,0
20166,TRAIN,0,0
20167,TRAIN,0,0
20168,TRAIN,0,0
20169,TRAIN,0,0
20170,TRAIN,0,0
20171,TRAIN,0,0
20172,TRAIN,0,0
20173,TRAIN,0,0
20174,TRAIN,0,0
20175,TRAIN,0,0
20177,TRAIN,0,0
20178,TRAIN,0,0
20179,TRAIN,0,0
20180,TRAIN,0,0
20181,TRAIN,0,0
20183,TRAIN,0,0
20185,TRAIN,0,0
20187,TRAIN,0,0
20191,TRAIN,0,0
20194,TRAIN,0,0
20198,TRAIN,0,0
20199,TRAIN,0,0
20204,TRAIN,0,0
20206,TRAIN,0,0
20209,TRAIN,0,0
20212,TRAIN,0,0
20214,TRAIN,0,0
20215,TRAIN,0,0
20220,TRAIN,0,0
20221,TRAIN,0,0
20222,TRAIN,0,0
20224,TRAIN,0,0
20226,TRAIN,0,0
20227,TRAIN,0,0
20229,TRAIN,0,0
20230,TRAIN,0,0
20231,TRAIN,0,0
20233,TRAIN,0,0
20235,TRAIN,0,0
20237,TRAIN,0,0
20239,TRAIN,0,0
20240,TRAIN,0,0
20243,TRAIN,0,0
20244,TRAIN,0,0
20245,TRAIN,0,0
20248,TRAIN,0,0
20250,TRAIN,0,0
20251,TRAIN,0,0
