d3mIndex,month_id,country_id,country_name,year,month,acled_count_pr,ged_best_ns,ged_best_sb,ln_ged_best_sb,icgcw_deteriorated,icgcw_improved,vdem_e_v2x_polyarchy_5c,vdem_e_wb_pop,vdem_e_wbgi_pve,vdem_e_total_resources_income_pc,time_since_ged_dummy_sb,reign_anticipation,reign_elected,reign_precip,reign_prev_conflict,reign_tenure_months,fvp_prop_excluded,fvp_lnpop200,fvp_lngdp200,fvp_lngdppercapita200,in_africa,yearmonth
9836,285,213,Libya,2003,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5620547.0,0.12,3167.59,1282,0.0,0.0,0.0459542996622803,0.0,409.0,0.156,8.632157000000001,11.76834,10.04272,1,2003-9
9837,286,213,Libya,2003,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5620547.0,0.12,3167.59,1283,0.0,0.0,0.049412802916763,0.0,410.0,0.156,8.632157000000001,11.76834,10.04272,1,2003-10
9838,287,213,Libya,2003,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5620547.0,0.12,3167.59,1284,0.0,0.0,0.10215205381966098,0.0,411.0,0.156,8.632157000000001,11.76834,10.04272,1,2003-11
9839,288,213,Libya,2003,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5620547.0,0.12,3167.59,1285,0.0,0.0,0.43513644874699803,0.0,412.0,0.156,8.632157000000001,11.76834,10.04272,1,2003-12
9840,289,213,Libya,2004,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5710154.0,0.355,4381.12,1286,0.0,0.0,0.524409934469633,0.0,413.0,0.156,8.648786999999999,11.81199,10.07068,1,2004-1
9841,290,213,Libya,2004,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5710154.0,0.355,4381.12,1287,0.0,0.0,0.207889417011442,0.0,414.0,0.156,8.648786999999999,11.81199,10.07068,1,2004-2
9842,291,213,Libya,2004,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5710154.0,0.355,4381.12,1288,0.0,0.0,0.182931798215107,0.0,415.0,0.156,8.648786999999999,11.81199,10.07068,1,2004-3
9843,292,213,Libya,2004,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5710154.0,0.355,4381.12,1289,0.0,0.0,0.125031444750788,0.0,416.0,0.156,8.648786999999999,11.81199,10.07068,1,2004-4
9844,293,213,Libya,2004,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5710154.0,0.355,4381.12,1290,0.0,0.0,0.0501095721144669,0.0,417.0,0.156,8.648786999999999,11.81199,10.07068,1,2004-5
9845,294,213,Libya,2004,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5710154.0,0.355,4381.12,1291,0.0,0.0,0.0445317077361752,0.0,418.0,0.156,8.648786999999999,11.81199,10.07068,1,2004-6
9846,295,213,Libya,2004,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5710154.0,0.355,4381.12,1292,0.0,0.0,0.0438666825592594,0.0,419.0,0.156,8.648786999999999,11.81199,10.07068,1,2004-7
9847,296,213,Libya,2004,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5710154.0,0.355,4381.12,1293,0.0,0.0,0.0575945292490281,0.0,420.0,0.156,8.648786999999999,11.81199,10.07068,1,2004-8
9848,297,213,Libya,2004,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5710154.0,0.355,4381.12,1294,0.0,0.0,0.000761186411259361,0.0,421.0,0.156,8.648786999999999,11.81199,10.07068,1,2004-9
9849,298,213,Libya,2004,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5710154.0,0.355,4381.12,1295,0.0,0.0,0.0256062902338325,0.0,422.0,0.156,8.648786999999999,11.81199,10.07068,1,2004-10
9850,299,213,Libya,2004,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5710154.0,0.355,4381.12,1296,0.0,0.0,-0.10331248906202901,0.0,423.0,0.156,8.648786999999999,11.81199,10.07068,1,2004-11
9851,300,213,Libya,2004,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5710154.0,0.355,4381.12,1297,0.0,0.0,-0.13117146588767403,0.0,424.0,0.156,8.648786999999999,11.81199,10.07068,1,2004-12
9852,301,213,Libya,2005,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798614.0,0.449,5509.18,1298,0.0,0.0,-0.27911752593365,0.0,425.0,0.156,8.665878999999999,11.92416,10.16756,1,2005-1
9853,302,213,Libya,2005,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798614.0,0.449,5509.18,1299,0.0,0.0,-0.22048690412155603,0.0,426.0,0.156,8.665878999999999,11.92416,10.16756,1,2005-2
9854,303,213,Libya,2005,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798614.0,0.449,5509.18,1300,0.0,0.0,-0.21654113717639104,0.0,427.0,0.156,8.665878999999999,11.92416,10.16756,1,2005-3
9855,304,213,Libya,2005,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798614.0,0.449,5509.18,1301,0.0,0.0,-0.224035628421338,0.0,428.0,0.156,8.665878999999999,11.92416,10.16756,1,2005-4
9856,305,213,Libya,2005,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5798614.0,0.449,5509.18,1302,0.0,0.0,-0.251389328827803,0.0,429.0,0.156,8.665878999999999,11.92416,10.16756,1,2005-5
9857,306,213,Libya,2005,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5798614.0,0.449,5509.18,1303,0.0,0.0,-0.19656656942341896,0.0,430.0,0.156,8.665878999999999,11.92416,10.16756,1,2005-6
9858,307,213,Libya,2005,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798614.0,0.449,5509.18,1304,0.0,0.0,-0.195550768346488,0.0,431.0,0.156,8.665878999999999,11.92416,10.16756,1,2005-7
9859,308,213,Libya,2005,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798614.0,0.449,5509.18,1305,0.0,0.0,-0.200580308984082,0.0,432.0,0.156,8.665878999999999,11.92416,10.16756,1,2005-8
9860,309,213,Libya,2005,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5798614.0,0.449,5509.18,1306,0.0,0.0,-0.177569994156762,0.0,433.0,0.156,8.665878999999999,11.92416,10.16756,1,2005-9
9861,310,213,Libya,2005,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5798614.0,0.449,5509.18,1307,0.0,0.0,-0.156906875272707,0.0,434.0,0.156,8.665878999999999,11.92416,10.16756,1,2005-10
9862,311,213,Libya,2005,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5798614.0,0.449,5509.18,1308,0.0,0.0,-0.211232985236415,0.0,435.0,0.156,8.665878999999999,11.92416,10.16756,1,2005-11
9863,312,213,Libya,2005,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5798614.0,0.449,5509.18,1309,0.0,0.0,-0.5172574390433939,0.0,436.0,0.156,8.665878999999999,11.92416,10.16756,1,2005-12
9864,313,213,Libya,2006,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5886872.0,0.358,6170.18,1310,0.0,0.0,-0.38872103252449697,0.0,437.0,0.156,8.683919,11.98714,10.21534,1,2006-1
9865,314,213,Libya,2006,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5886872.0,0.358,6170.18,1311,0.0,0.0,-0.34347953556524397,0.0,438.0,0.156,8.683919,11.98714,10.21534,1,2006-2
9866,315,213,Libya,2006,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5886872.0,0.358,6170.18,1312,0.0,0.0,-0.381616315871846,0.0,439.0,0.156,8.683919,11.98714,10.21534,1,2006-3
9867,316,213,Libya,2006,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5886872.0,0.358,6170.18,1313,0.0,0.0,-0.295790653575389,0.0,440.0,0.156,8.683919,11.98714,10.21534,1,2006-4
9868,317,213,Libya,2006,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5886872.0,0.358,6170.18,1314,0.0,0.0,-0.20047195715080102,0.0,441.0,0.156,8.683919,11.98714,10.21534,1,2006-5
9869,318,213,Libya,2006,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5886872.0,0.358,6170.18,1315,0.0,0.0,-0.26574767198927,0.0,442.0,0.156,8.683919,11.98714,10.21534,1,2006-6
9870,319,213,Libya,2006,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5886872.0,0.358,6170.18,1316,0.0,0.0,-0.264009049164518,0.0,443.0,0.156,8.683919,11.98714,10.21534,1,2006-7
9871,320,213,Libya,2006,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5886872.0,0.358,6170.18,1317,0.0,0.0,-0.262622685702427,0.0,444.0,0.156,8.683919,11.98714,10.21534,1,2006-8
9872,321,213,Libya,2006,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5886872.0,0.358,6170.18,1318,0.0,0.0,-0.282993278996922,0.0,445.0,0.156,8.683919,11.98714,10.21534,1,2006-9
9873,322,213,Libya,2006,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5886872.0,0.358,6170.18,1319,0.0,0.0,0.0035275728804276397,0.0,446.0,0.156,8.683919,11.98714,10.21534,1,2006-10
9874,323,213,Libya,2006,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5886872.0,0.358,6170.18,1320,0.0,0.0,0.20258475886538502,0.0,447.0,0.156,8.683919,11.98714,10.21534,1,2006-11
9875,324,213,Libya,2006,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5886872.0,0.358,6170.18,1321,0.0,0.0,0.117842834038489,0.0,448.0,0.156,8.683919,11.98714,10.21534,1,2006-12
9876,325,213,Libya,2007,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974787.0,0.747,6170.18,1322,0.0,0.0,-0.127768583324761,0.0,449.0,0.156,8.702134,12.04873,10.26192,1,2007-1
9877,326,213,Libya,2007,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974787.0,0.747,6170.18,1323,0.0,0.0,-0.0955240589145489,0.0,450.0,0.156,8.702134,12.04873,10.26192,1,2007-2
9878,327,213,Libya,2007,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974787.0,0.747,6170.18,1324,0.0,0.0,-0.12494321196329501,0.0,451.0,0.156,8.702134,12.04873,10.26192,1,2007-3
9879,328,213,Libya,2007,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974787.0,0.747,6170.18,1325,0.0,0.0,-0.15880977576904698,0.0,452.0,0.156,8.702134,12.04873,10.26192,1,2007-4
9880,329,213,Libya,2007,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974787.0,0.747,6170.18,1326,0.0,0.0,-0.0388075484931183,0.0,453.0,0.156,8.702134,12.04873,10.26192,1,2007-5
9881,330,213,Libya,2007,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974787.0,0.747,6170.18,1327,0.0,0.0,0.00191924705555274,0.0,454.0,0.156,8.702134,12.04873,10.26192,1,2007-6
9882,331,213,Libya,2007,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974787.0,0.747,6170.18,1328,0.0,0.0,0.0628699870298143,0.0,455.0,0.156,8.702134,12.04873,10.26192,1,2007-7
9883,332,213,Libya,2007,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974787.0,0.747,6170.18,1329,0.0,0.0,0.09671858534674699,0.0,456.0,0.156,8.702134,12.04873,10.26192,1,2007-8
9884,333,213,Libya,2007,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974787.0,0.747,6170.18,1330,0.0,0.0,0.0988507912752015,0.0,457.0,0.156,8.702134,12.04873,10.26192,1,2007-9
9885,334,213,Libya,2007,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974787.0,0.747,6170.18,1331,0.0,0.0,-0.0185293446211549,0.0,458.0,0.156,8.702134,12.04873,10.26192,1,2007-10
9886,335,213,Libya,2007,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974787.0,0.747,6170.18,1332,0.0,0.0,-0.230991522036798,0.0,459.0,0.156,8.702134,12.04873,10.26192,1,2007-11
9887,336,213,Libya,2007,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974787.0,0.747,6170.18,1333,0.0,0.0,-0.0127748018933104,0.0,460.0,0.156,8.702134,12.04873,10.26192,1,2007-12
9888,337,213,Libya,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6058748.0,0.8079999999999999,6170.18,1334,0.0,0.0,0.487742851981785,0.0,461.0,0.156,8.719522,12.07505,10.27448,1,2008-1
9889,338,213,Libya,2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6058748.0,0.8079999999999999,6170.18,1335,0.0,0.0,0.41177262195479,0.0,462.0,0.156,8.719522,12.07505,10.27448,1,2008-2
9890,339,213,Libya,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6058748.0,0.8079999999999999,6170.18,1336,0.0,0.0,0.288231228108834,0.0,463.0,0.156,8.719522,12.07505,10.27448,1,2008-3
9891,340,213,Libya,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6058748.0,0.8079999999999999,6170.18,1337,0.0,0.0,0.376458592718803,0.0,464.0,0.156,8.719522,12.07505,10.27448,1,2008-4
9892,341,213,Libya,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6058748.0,0.8079999999999999,6170.18,1338,0.0,0.0,0.25887136938711497,0.0,465.0,0.156,8.719522,12.07505,10.27448,1,2008-5
9893,342,213,Libya,2008,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6058748.0,0.8079999999999999,6170.18,1339,0.0,0.0,0.22608827347919103,0.0,466.0,0.156,8.719522,12.07505,10.27448,1,2008-6
9894,343,213,Libya,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6058748.0,0.8079999999999999,6170.18,1340,0.0,0.0,0.169159160714921,0.0,467.0,0.156,8.719522,12.07505,10.27448,1,2008-7
9895,344,213,Libya,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6058748.0,0.8079999999999999,6170.18,1341,0.0,0.0,0.11746890328755999,0.0,468.0,0.156,8.719522,12.07505,10.27448,1,2008-8
9896,345,213,Libya,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6058748.0,0.8079999999999999,6170.18,1342,0.0,0.0,0.18001842059870102,0.0,469.0,0.156,8.719522,12.07505,10.27448,1,2008-9
9897,346,213,Libya,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6058748.0,0.8079999999999999,6170.18,1343,0.0,0.0,0.17400654545446,0.0,470.0,0.156,8.719522,12.07505,10.27448,1,2008-10
9898,347,213,Libya,2008,11,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6058748.0,0.8079999999999999,6170.18,1344,0.0,0.0,0.169475696163811,0.0,471.0,0.156,8.719522,12.07505,10.27448,1,2008-11
9899,348,213,Libya,2008,12,0.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,6058748.0,0.8079999999999999,6170.18,1345,0.0,0.0,0.125023520077604,0.0,472.0,0.156,8.719522,12.07505,10.27448,1,2008-12
9900,349,213,Libya,2009,1,0.0,0.0,0.0,0.0,0.0740740740740741,0.0,0.0,6133984.0,0.833,6170.18,1346,0.0,0.0,-0.604921037048348,0.0,473.0,0.156,8.7349,12.06712,10.25538,1,2009-1
9901,350,213,Libya,2009,2,0.0,0.0,0.0,0.0,0.111111111111111,0.0,0.0,6133984.0,0.833,6170.18,1347,0.0,0.0,-0.628001652042499,0.0,474.0,0.156,8.7349,12.06712,10.25538,1,2009-2
9902,351,213,Libya,2009,3,1.0,0.0,0.0,0.0,0.148148148148148,0.0,0.0,6133984.0,0.833,6170.18,1348,0.0,0.0,-0.5064154582629861,0.0,475.0,0.156,8.7349,12.06712,10.25538,1,2009-3
9903,352,213,Libya,2009,4,0.0,0.0,0.0,0.0,0.185185185185185,0.0,0.0,6133984.0,0.833,6170.18,1349,0.0,0.0,-0.667987430247567,0.0,476.0,0.156,8.7349,12.06712,10.25538,1,2009-4
9904,353,213,Libya,2009,5,0.0,0.0,0.0,0.0,0.222222222222222,0.0,0.0,6133984.0,0.833,6170.18,1350,0.0,0.0,-0.6649562273840289,0.0,477.0,0.156,8.7349,12.06712,10.25538,1,2009-5
9905,354,213,Libya,2009,6,1.0,0.0,0.0,0.0,0.25925925925925897,0.0,0.0,6133984.0,0.833,6170.18,1351,0.0,0.0,-0.6610711147743361,0.0,478.0,0.156,8.7349,12.06712,10.25538,1,2009-6
9906,355,213,Libya,2009,7,0.0,0.0,0.0,0.0,0.296296296296296,0.0,0.0,6133984.0,0.833,6170.18,1352,0.0,0.0,-0.6654610210929821,0.0,479.0,0.156,8.7349,12.06712,10.25538,1,2009-7
9907,356,213,Libya,2009,8,0.0,0.0,0.0,0.0,0.33333333333333304,0.0,0.0,6133984.0,0.833,6170.18,1353,0.0,0.0,-0.64778170703923,0.0,480.0,0.156,8.7349,12.06712,10.25538,1,2009-8
9908,357,213,Libya,2009,9,0.0,0.0,0.0,0.0,0.37037037037037,0.0,0.0,6133984.0,0.833,6170.18,1354,0.0,0.0,-0.5343920498837701,0.0,481.0,0.156,8.7349,12.06712,10.25538,1,2009-9
9909,358,213,Libya,2009,10,1.0,0.0,0.0,0.0,0.407407407407407,0.0,0.0,6133984.0,0.833,6170.18,1355,0.0,0.0,-0.0994748044027855,0.0,482.0,0.156,8.7349,12.06712,10.25538,1,2009-10
9910,359,213,Libya,2009,11,0.0,0.0,0.0,0.0,0.444444444444444,0.0,0.0,6133984.0,0.833,6170.18,1356,0.0,0.0,-0.0847599155253352,0.0,483.0,0.156,8.7349,12.06712,10.25538,1,2009-11
9911,360,213,Libya,2009,12,0.0,0.0,0.0,0.0,0.48148148148148107,0.0,0.0,6133984.0,0.833,6170.18,1357,0.0,0.0,-0.272852120199384,0.0,484.0,0.156,8.7349,12.06712,10.25538,1,2009-12
9912,361,213,Libya,2010,1,0.0,0.0,0.0,0.0,0.5185185185185179,0.0,0.0,6197663.0,0.027999999999999997,6170.18,1358,0.0,0.0,-0.23651258228125502,0.0,485.0,0.156,8.74853,12.11611,10.29655,1,2010-1
9913,362,213,Libya,2010,2,0.0,0.0,0.0,0.0,0.555555555555556,0.0,0.0,6197663.0,0.027999999999999997,6170.18,1359,0.0,0.0,-0.584989350322726,0.0,486.0,0.156,8.74853,12.11611,10.29655,1,2010-2
9914,363,213,Libya,2010,3,0.0,0.0,0.0,0.0,0.592592592592593,0.0,0.0,6197663.0,0.027999999999999997,6170.18,1360,0.0,0.0,-0.7287888793702859,0.0,487.0,0.156,8.74853,12.11611,10.29655,1,2010-3
9915,364,213,Libya,2010,4,0.0,0.0,0.0,0.0,0.62962962962963,0.0,0.0,6197663.0,0.027999999999999997,6170.18,1361,0.0,0.0,-0.6297405890163471,0.0,488.0,0.156,8.74853,12.11611,10.29655,1,2010-4
9916,365,213,Libya,2010,5,0.0,0.0,0.0,0.0,0.666666666666667,0.0,0.0,6197663.0,0.027999999999999997,6170.18,1362,0.0,0.0,-0.6952494624306079,0.0,489.0,0.156,8.74853,12.11611,10.29655,1,2010-5
9917,366,213,Libya,2010,6,1.0,0.0,0.0,0.0,0.703703703703704,0.0,0.0,6197663.0,0.027999999999999997,6170.18,1363,0.0,0.0,-0.6903638391352759,0.0,490.0,0.156,8.74853,12.11611,10.29655,1,2010-6
9918,367,213,Libya,2010,7,0.0,0.0,0.0,0.0,0.7407407407407409,0.0,0.0,6197663.0,0.027999999999999997,6170.18,1364,0.0,0.0,-0.5060337851429311,0.0,491.0,0.156,8.74853,12.11611,10.29655,1,2010-7
9919,368,213,Libya,2010,8,0.0,0.0,0.0,0.0,0.7777777777777779,0.0,0.0,6197663.0,0.027999999999999997,6170.18,1365,0.0,0.0,-0.51410190808289,0.0,492.0,0.156,8.74853,12.11611,10.29655,1,2010-8
9920,369,213,Libya,2010,9,0.0,0.0,0.0,0.0,0.8148148148148149,0.0,0.0,6197663.0,0.027999999999999997,6170.18,1366,0.0,0.0,-0.6587624941252421,0.0,493.0,0.156,8.74853,12.11611,10.29655,1,2010-9
9921,370,213,Libya,2010,10,0.0,0.0,0.0,0.0,0.8518518518518521,0.0,0.0,6197663.0,0.027999999999999997,6170.18,1367,0.0,0.0,-0.9614645716088371,0.0,494.0,0.156,8.74853,12.11611,10.29655,1,2010-10
9922,371,213,Libya,2010,11,0.0,0.0,0.0,0.0,0.8888888888888891,0.0,0.0,6197663.0,0.027999999999999997,6170.18,1368,0.0,0.0,-0.849905399175281,0.0,495.0,0.156,8.74853,12.11611,10.29655,1,2010-11
9923,372,213,Libya,2010,12,0.0,0.0,0.0,0.0,0.9259259259259259,0.0,0.0,6197663.0,0.027999999999999997,6170.18,1369,0.0,0.0,-0.901184584463392,0.0,496.0,0.156,8.74853,12.11611,10.29655,1,2010-12
9924,373,213,Libya,2011,1,1.0,0.0,0.0,0.0,0.962962962962963,0.0,0.0,6247439.0,-1.287,6170.18,1370,0.0,0.0,-0.830788858866255,0.0,497.0,0.156,8.760611,11.14653,9.323025,1,2011-1
9925,374,213,Libya,2011,2,35.0,0.0,3.0,1.38629436111989,1.0,0.0,0.0,6247439.0,-1.287,6170.18,1371,0.0,0.0,0.660172553837994,0.0,498.0,0.156,8.760611,11.14653,9.323025,1,2011-2
9926,375,213,Libya,2011,3,5.0,0.0,540.0,6.293419278846481,1.0,0.0,0.0,6247439.0,-1.287,6170.18,0,0.0,0.0,0.7598751694711071,0.0,499.0,0.156,8.760611,11.14653,9.323025,1,2011-3
9927,376,213,Libya,2011,4,2.0,0.0,490.0,6.1964441277945195,1.0,0.0,0.0,6247439.0,-1.287,6170.18,0,0.0,0.0,0.823452487962377,0.0,500.0,0.156,8.760611,11.14653,9.323025,1,2011-4
9928,377,213,Libya,2011,5,2.0,0.0,646.0,6.472346294500901,0.0,0.0,0.0,6247439.0,-1.287,6170.18,0,0.0,0.0,0.883750390886668,0.0,501.0,0.156,8.760611,11.14653,9.323025,1,2011-5
9929,378,213,Libya,2011,6,2.0,0.0,299.0,5.7037824746562,0.0,0.0,0.0,6247439.0,-1.287,6170.18,0,0.0,0.0,0.888357191152682,0.0,502.0,0.156,8.760611,11.14653,9.323025,1,2011-6
9930,379,213,Libya,2011,7,0.0,0.0,252.0,5.5333894887275195,0.0,0.0,0.0,6247439.0,-1.287,6170.18,0,0.0,0.0,0.76935458902539,0.0,503.0,0.156,8.760611,11.14653,9.323025,1,2011-7
9931,380,213,Libya,2011,8,1.0,0.0,831.0,6.7238324408212105,0.0,1.0,0.0,6247439.0,-1.287,6170.18,0,0.0,0.0,0.7615882811125221,0.0,1.0,0.156,8.760611,11.14653,9.323025,1,2011-8
9932,381,213,Libya,2011,9,1.0,0.0,124.0,4.8283137373023,0.0,0.0,0.0,6247439.0,-1.287,6170.18,0,0.0,0.0,0.7119750977003579,0.0,2.0,0.156,8.760611,11.14653,9.323025,1,2011-9
9933,382,213,Libya,2011,10,0.0,0.0,570.0,6.34738920965601,0.0,1.0,0.0,6247439.0,-1.287,6170.18,0,0.0,0.0,0.785421707162471,0.0,3.0,0.156,8.760611,11.14653,9.323025,1,2011-10
9934,383,213,Libya,2011,11,2.0,0.0,7.0,2.07944154167984,0.0,0.0,0.0,6247439.0,-1.287,6170.18,0,0.0,0.0,0.9077249153083609,0.0,4.0,0.156,8.760611,11.14653,9.323025,1,2011-11
9935,384,213,Libya,2011,12,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6247439.0,-1.287,6170.18,0,1.0,0.0,1.00119502908538,0.0,5.0,0.156,8.760611,11.14653,9.323025,1,2011-12
9936,385,213,Libya,2012,1,6.0,0.0,0.0,0.0,0.0,0.0,0.25,6285750.0,-1.587,6170.18,1,1.0,0.0,1.16897125934618,0.0,6.0,0.156,8.773753,11.94915,10.124880000000001,1,2012-1
9937,386,213,Libya,2012,2,3.0,136.0,0.0,0.0,0.0,0.0,0.25,6285750.0,-1.587,6170.18,2,1.0,0.0,0.207014026367329,0.0,7.0,0.156,8.773753,11.94915,10.124880000000001,1,2012-2
9938,387,213,Libya,2012,3,5.0,163.0,0.0,0.0,0.0,0.0,0.25,6285750.0,-1.587,6170.18,3,1.0,0.0,0.262607954629279,0.0,8.0,0.156,8.773753,11.94915,10.124880000000001,1,2012-3
9939,388,213,Libya,2012,4,11.0,0.0,0.0,0.0,0.0,0.0,0.25,6285750.0,-1.587,6170.18,4,1.0,0.0,0.21925064601352598,0.0,9.0,0.156,8.773753,11.94915,10.124880000000001,1,2012-4
9940,389,213,Libya,2012,5,4.0,0.0,0.0,0.0,0.0,0.0,0.25,6285750.0,-1.587,6170.18,5,1.0,0.0,0.152472463707893,0.0,10.0,0.156,8.773753,11.94915,10.124880000000001,1,2012-5
9941,390,213,Libya,2012,6,9.0,78.0,0.0,0.0,0.0,0.0,0.25,6285750.0,-1.587,6170.18,6,1.0,0.0,0.15806694004818697,0.0,11.0,0.156,8.773753,11.94915,10.124880000000001,1,2012-6
9942,391,213,Libya,2012,7,10.0,0.0,0.0,0.0,0.0,0.0,0.25,6285750.0,-1.587,6170.18,7,1.0,0.0,0.154627117040139,0.0,12.0,0.156,8.773753,11.94915,10.124880000000001,1,2012-7
9943,392,213,Libya,2012,8,5.0,0.0,0.0,0.0,0.0,0.0,0.25,6285750.0,-1.587,6170.18,8,0.0,0.0,0.15488504097185699,0.0,1.0,0.156,8.773753,11.94915,10.124880000000001,1,2012-8
9944,393,213,Libya,2012,9,10.0,0.0,1.0,0.693147180559945,0.0,0.0,0.25,6285750.0,-1.587,6170.18,9,0.0,0.0,0.132223844806912,0.0,2.0,0.156,8.773753,11.94915,10.124880000000001,1,2012-9
9945,394,213,Libya,2012,10,5.0,0.0,0.0,0.0,0.0,0.0,0.25,6285750.0,-1.587,6170.18,0,0.0,0.0,-0.0944355159504192,0.0,3.0,0.156,8.773753,11.94915,10.124880000000001,1,2012-10
9946,395,213,Libya,2012,11,9.0,0.0,0.0,0.0,0.0,0.0,0.25,6285750.0,-1.587,6170.18,1,0.0,0.0,-0.286405640535653,0.0,4.0,0.156,8.773753,11.94915,10.124880000000001,1,2012-11
9947,396,213,Libya,2012,12,7.0,0.0,0.0,0.0,0.0,0.0,0.25,6285750.0,-1.587,6170.18,2,0.0,0.0,-0.298440146849915,0.0,5.0,0.156,8.773753,11.94915,10.124880000000001,1,2012-12
9948,397,213,Libya,2013,1,2.0,2.0,0.0,0.0,0.0,0.0,0.5,6320359.0,-1.844,6170.18,3,0.0,0.0,-0.43128814739997207,0.0,6.0,0.156,8.790030999999999,11.80297,9.979072,1,2013-1
9949,398,213,Libya,2013,2,7.0,1.0,0.0,0.0,0.0,0.0,0.5,6320359.0,-1.844,6170.18,4,0.0,0.0,-0.5147262978388061,0.0,7.0,0.156,8.790030999999999,11.80297,9.979072,1,2013-2
9950,399,213,Libya,2013,3,6.0,0.0,0.0,0.0,0.0,0.0,0.5,6320359.0,-1.844,6170.18,5,0.0,0.0,-0.798209619934931,0.0,8.0,0.156,8.790030999999999,11.80297,9.979072,1,2013-3
9951,400,213,Libya,2013,4,9.0,0.0,0.0,0.0,0.0,0.0,0.5,6320359.0,-1.844,6170.18,6,0.0,0.0,-0.80446612742206,0.0,9.0,0.156,8.790030999999999,11.80297,9.979072,1,2013-4
9952,401,213,Libya,2013,5,20.0,0.0,0.0,0.0,0.0,0.0,0.5,6320359.0,-1.844,6170.18,7,0.0,0.0,-0.7928199177787042,0.0,1.0,0.156,8.790030999999999,11.80297,9.979072,1,2013-5
