d3mIndex,cultivar,sitename,day,canopy_height
7900,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,47,99
7901,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,48,100
7902,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,50,114
7903,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,51,122
7904,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,52,127
7905,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,57,161
7906,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,73,260
7907,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,74,253
7908,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,75,267
7909,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,76,270
7910,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,77,263
7911,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,78,277
7912,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,80,270
7913,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,83,294
7914,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,84,284
7915,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,85,302
7916,PI453696,MAC Field Scanner Season 4 Range 43 Column 4,132,370
7917,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,12,8
7918,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,13,8
7919,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,14,8
7920,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,15,8
7921,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,16,9
7922,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,17,9
7923,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,18,10
7924,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,19,11
7925,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,22,16
7926,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,24,17
7927,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,26,21
7928,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,27,23
7929,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,30,31
7930,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,31,34
7931,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,35,51
7932,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,77,263
7933,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,78,273
7934,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,80,266
7935,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,83,276
7936,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,84,278
7937,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,85,287
7938,PI455221,MAC Field Scanner Season 4 Range 47 Column 5,124,355
7939,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,12,10
7940,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,13,10
7941,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,14,10
7942,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,15,9
7943,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,16,10
7944,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,17,10
7945,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,18,11
7946,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,19,11
7947,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,22,12
7948,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,24,12
7949,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,26,16
7950,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,27,17
7951,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,30,20
7952,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,31,22
7953,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,35,35
7954,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,36,43
7955,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,44,78
7956,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,45,86
7957,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,46,93
7958,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,47,98
7959,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,48,96
7960,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,50,107
7961,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,51,119
7962,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,52,124
7963,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,53,130
7964,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,56,142
7965,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,57,155
7966,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,73,234
7967,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,74,239
7968,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,75,245
7969,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,76,257
7970,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,77,255
7971,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,78,263
7972,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,80,263
7973,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,83,276
7974,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,84,275
7975,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,85,283
7976,PI455221,MAC Field Scanner Season 4 Range 47 Column 6,132,369
7977,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,12,11
7978,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,13,11
7979,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,14,11
7980,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,15,11
7981,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,16,12
7982,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,17,13
7983,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,18,14
7984,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,19,15
7985,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,22,18
7986,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,24,19
7987,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,26,22
7988,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,27,23
7989,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,30,28
7990,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,31,29
7991,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,36,56
7992,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,44,108
7993,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,45,111
7994,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,46,118
7995,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,47,123
7996,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,48,130
7997,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,50,142
7998,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,51,149
7999,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,52,155
8000,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,57,186
8001,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,73,269
8002,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,74,273
8003,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,75,276
8004,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,77,283
8005,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,78,286
8006,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,80,296
8007,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,83,303
8008,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,84,306
8009,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,85,304
8010,PI455301,MAC Field Scanner Season 4 Range 32 Column 15,133,365
8011,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,12,11
8012,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,14,11
8013,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,15,11
8014,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,16,12
8015,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,17,12
8016,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,18,12
8017,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,19,13
8018,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,27,19
8019,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,29,22
8020,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,30,24
8021,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,31,26
8022,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,36,46
8023,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,46,103
8024,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,47,112
8025,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,48,119
8026,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,51,140
8027,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,52,146
8028,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,57,179
8029,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,58,185
8030,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,73,260
8031,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,75,268
8032,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,77,278
8033,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,78,280
8034,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,80,288
8035,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,83,298
8036,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,84,302
8037,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,85,303
8038,PI455307,MAC Field Scanner Season 4 Range 14 Column 15,133,380
8039,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,12,9
8040,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,13,9
8041,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,14,9
8042,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,15,8
8043,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,16,9
8044,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,17,9
8045,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,18,10
8046,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,19,10
8047,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,22,11
8048,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,24,11
8049,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,26,13
8050,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,27,15
8051,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,30,17
8052,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,31,17
8053,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,77,259
8054,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,78,277
8055,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,80,259
8056,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,83,281
8057,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,84,267
8058,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,85,294
8059,PI455307,MAC Field Scanner Season 4 Range 43 Column 5,122,355
8060,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,12,10
8061,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,13,10
8062,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,14,10
8063,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,15,9
8064,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,16,10
8065,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,17,10
8066,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,18,11
8067,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,19,12
8068,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,22,14
8069,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,24,16
8070,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,26,19
8071,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,27,20
8072,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,30,25
8073,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,31,26
8074,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,77,241
8075,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,78,249
8076,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,80,247
8077,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,83,268
8078,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,84,263
8079,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,85,261
8080,PI455307,MAC Field Scanner Season 4 Range 43 Column 6,122,347
8081,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,12,10
8082,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,14,10
8083,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,15,9
8084,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,16,10
8085,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,17,10
8086,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,18,10
8087,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,19,11
8088,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,27,16
8089,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,29,18
8090,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,30,19
8091,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,31,20
8092,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,36,36
8093,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,46,86
8094,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,47,94
8095,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,48,103
8096,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,51,122
8097,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,52,134
8098,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,57,173
8099,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,58,183
8100,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,73,255
8101,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,75,261
8102,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,77,240
8103,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,78,267
8104,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,80,247
8105,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,83,267
8106,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,84,261
8107,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,85,281
8108,PI505717,MAC Field Scanner Season 4 Range 14 Column 5,133,320
8109,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,12,11
8110,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,14,11
8111,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,15,10
8112,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,16,11
8113,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,17,11
8114,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,18,12
8115,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,19,12
8116,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,27,17
8117,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,29,21
8118,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,30,22
8119,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,31,24
8120,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,77,236
8121,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,78,236
8122,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,80,247
8123,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,83,242
8124,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,84,257
8125,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,85,256
8126,PI505717,MAC Field Scanner Season 4 Range 14 Column 6,122,312
8127,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,12,12
8128,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,14,11
8129,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,15,11
8130,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,16,12
8131,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,17,12
8132,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,18,12
8133,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,19,13
8134,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,24,13
8135,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,27,17
8136,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,29,19
8137,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,30,20
8138,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,31,22
8139,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,77,253
8140,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,78,256
8141,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,80,257
8142,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,83,259
8143,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,84,264
8144,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,85,270
8145,PI505722,MAC Field Scanner Season 4 Range 21 Column 15,122,323
8146,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,12,10
8147,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,13,10
8148,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,14,10
8149,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,16,10
8150,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,17,10
8151,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,18,11
8152,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,19,11
8153,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,22,11
8154,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,24,11
8155,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,26,14
8156,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,27,15
8157,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,30,18
8158,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,31,19
8159,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,35,28
8160,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,78,198
8161,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,80,215
8162,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,83,232
8163,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,84,242
8164,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,85,244
8165,PI505735,MAC Field Scanner Season 4 Range 52 Column 15,122,321
8166,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,12,10
8167,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,14,10
8168,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,15,10
8169,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,16,10
8170,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,17,10
8171,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,18,11
8172,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,19,11
8173,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,27,13
8174,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,29,13
8175,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,30,14
8176,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,31,14
8177,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,77,289
8178,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,78,298
8179,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,80,297
8180,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,83,304
8181,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,84,316
8182,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,85,319
8183,PI506069,MAC Field Scanner Season 4 Range 16 Column 10,122,343
8184,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,12,12
8185,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,14,12
8186,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,15,12
8187,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,16,13
8188,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,17,13
8189,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,18,14
8190,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,19,15
8191,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,27,23
8192,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,29,28
8193,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,30,30
8194,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,31,33
8195,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,77,289
8196,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,78,287
8197,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,80,305
8198,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,83,305
8199,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,84,312
8200,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,85,305
8201,PI506069,MAC Field Scanner Season 4 Range 16 Column 9,122,363
8202,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,12,10
8203,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,14,10
8204,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,15,10
8205,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,16,10
8206,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,17,10
8207,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,19,11
8208,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,27,15
8209,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,29,16
8210,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,30,17
8211,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,31,18
8212,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,36,30
8213,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,77,202
8214,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,78,215
8215,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,80,208
8216,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,83,222
8217,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,84,228
8218,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,85,246
8219,PI506122,MAC Field Scanner Season 4 Range 8 Column 5,122,308
8220,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,12,11
8221,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,14,11
8222,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,15,11
8223,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,16,11
8224,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,17,11
8225,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,19,12
8226,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,27,15
8227,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,29,15
8228,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,30,15
8229,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,31,16
8230,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,36,26
8231,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,77,217
8232,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,78,216
8233,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,80,225
8234,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,83,231
8235,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,84,241
8236,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,85,237
8237,PI506122,MAC Field Scanner Season 4 Range 8 Column 6,122,302
8238,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,12,9
8239,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,13,9
8240,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,14,9
8241,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,16,9
8242,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,17,10
8243,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,18,12
8244,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,19,13
8245,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,22,16
8246,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,24,16
8247,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,26,20
8248,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,27,21
8249,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,30,27
8250,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,31,28
8251,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,35,42
8252,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,36,48
8253,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,44,84
8254,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,45,88
8255,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,46,98
8256,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,48,112
8257,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,50,134
8258,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,51,144
8259,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,52,154
8260,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,53,158
8261,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,56,179
8262,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,57,187
8263,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,72,276
8264,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,73,271
8265,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,74,285
8266,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,75,285
8267,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,76,291
8268,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,77,295
8269,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,78,297
8270,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,80,295
8271,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,83,305
8272,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,84,308
8273,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,85,314
8274,PI513898,MAC Field Scanner Season 4 Range 49 Column 5,132,318
8275,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,12,9
8276,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,13,9
8277,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,14,10
8278,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,16,10
8279,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,17,10
8280,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,18,11
8281,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,19,12
8282,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,22,14
8283,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,24,13
8284,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,26,16
8285,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,27,17
8286,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,30,20
8287,PI513898,MAC Field Scanner Season 4 Range 49 Column 6,31,21
