"d3mIndex","Region","Zone","Year","Date","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","WheatRetailPrice_li","MaizeProductionQuintal","WheatProductionQuintal","MaizeYieldQtHa","WheatYieldQtHa","Month"
3957,"Somali","Dollo",2013,"2013-08",2.69486721875,53697.86,0,53697.86,"ETH","Ethiopia",399594,7.441524,NA,NA,NA,NA,NA,NA,8
3958,"Somali","Dollo",2013,"2013-09",18.6267974675,53697.86,0,53697.86,"ETH","Ethiopia",400418.9,7.456886,NA,NA,NA,NA,NA,NA,9
3959,"Somali","Dollo",2013,"2013-10",85.22932057,53697.86,0,53697.86,"ETH","Ethiopia",401243.8,7.472247,NA,NA,NA,NA,NA,NA,10
3960,"Somali","Dollo",2013,"2013-12",3.25096834575,53697.86,0,53697.86,"ETH","Ethiopia",402893.5,7.502971,NA,NA,NA,NA,NA,NA,12
3961,"Somali","Dollo",2013,"2013-11",70.4763531575,53697.86,0,53697.86,"ETH","Ethiopia",402068.6,7.487609,NA,NA,NA,NA,NA,NA,11
3962,"Somali","Dollo",2014,"2014-07",1.72954347775,53697.86,0,53697.86,"ETH","Ethiopia",408667.7,7.610502,NA,NA,NA,NA,NA,NA,7
3963,"Somali","Dollo",2014,"2014-08",1.21538315075,53697.86,0,53697.86,"ETH","Ethiopia",409492.6,7.625863,NA,NA,NA,NA,NA,NA,8
3964,"Somali","Dollo",2014,"2014-09",23.0686920825,53697.86,0,53697.86,"ETH","Ethiopia",410317.5,7.641225,NA,NA,NA,NA,NA,NA,9
3965,"Somali","Dollo",2014,"2014-10",103.2633678025,53697.86,0,53697.86,"ETH","Ethiopia",411142.3,7.656586,NA,NA,NA,NA,NA,NA,10
3966,"Somali","Dollo",2014,"2014-11",32.6330283975,53697.86,0,53697.86,"ETH","Ethiopia",411967.2,7.671948,NA,NA,NA,NA,NA,NA,11
3967,"Somali","Dollo",2014,"2014-12",2.23045178475,53697.86,0,53697.86,"ETH","Ethiopia",412792.1,7.687309,NA,NA,NA,NA,NA,NA,12
3968,"Somali","Dollo",2014,"2014-05",98.7870586525,53697.86,0,53697.86,"ETH","Ethiopia",407017.9,7.579778,NA,NA,NA,NA,NA,NA,5
3969,"Somali","Dollo",2014,"2014-06",29.33865034,53697.86,0,53697.86,"ETH","Ethiopia",407842.8,7.59514,NA,NA,NA,NA,NA,NA,6
3970,"Somali","Dollo",2014,"2014-02",4.16197262925,53697.86,0,53697.86,"ETH","Ethiopia",404543.3,7.533694,NA,NA,NA,NA,NA,NA,2
3971,"Somali","Dollo",2014,"2014-03",3.0036008495,53697.86,0,53697.86,"ETH","Ethiopia",405368.2,7.549055,NA,NA,NA,NA,NA,NA,3
3972,"Somali","Dollo",2014,"2014-04",23.2521327225,53697.86,0,53697.86,"ETH","Ethiopia",406193,7.564417,NA,NA,NA,NA,NA,NA,4
3973,"Somali","Dollo",2014,"2014-01",1.51298282725,53697.86,0,53697.86,"ETH","Ethiopia",403718.4,7.518332,NA,NA,NA,NA,NA,NA,1
3974,"Somali","Dollo",2015,"2015-03",35.5576324925,53697.86,0,53697.86,"ETH","Ethiopia",415366.4,7.735249,NA,NA,NA,NA,NA,NA,3
3975,"Somali","Dollo",2015,"2015-04",98.55739588,53697.86,0,53697.86,"ETH","Ethiopia",416241,7.751538,NA,NA,NA,NA,NA,NA,4
3976,"Somali","Dollo",2015,"2015-05",66.7876047275,53697.86,0,53697.86,"ETH","Ethiopia",417115.7,7.767827,NA,NA,NA,NA,NA,NA,5
3977,"Somali","Dollo",2015,"2015-06",5.31580521825,53697.86,0,53697.86,"ETH","Ethiopia",417990.4,7.784116,NA,NA,NA,NA,NA,NA,6
3978,"Somali","Dollo",2015,"2015-07",4.915520174,53697.86,0,53697.86,"ETH","Ethiopia",418865.1,7.800405,NA,NA,NA,NA,NA,NA,7
3979,"Somali","Dollo",2015,"2015-08",3.755833142,53697.86,0,53697.86,"ETH","Ethiopia",419739.8,7.816694,NA,NA,NA,NA,NA,NA,8
3980,"Somali","Dollo",2015,"2015-09",32.4114219825,53697.86,0,53697.86,"ETH","Ethiopia",420614.5,7.832983,NA,NA,NA,NA,NA,NA,9
3981,"Somali","Dollo",2015,"2015-01",1.84017547725,53697.86,0,53697.86,"ETH","Ethiopia",413617,7.702671,NA,NA,NA,NA,NA,NA,1
3982,"Somali","Dollo",2015,"2015-02",3.94462269975,53697.86,0,53697.86,"ETH","Ethiopia",414491.7,7.71896,NA,NA,NA,NA,NA,NA,2
3983,"Somali","Dollo",2015,"2015-10",88.2230917075,53697.86,0,53697.86,"ETH","Ethiopia",421489.2,7.849272,NA,NA,NA,NA,NA,NA,10
3984,"Somali","Dollo",2015,"2015-11",22.97555179,53697.86,0,53697.86,"ETH","Ethiopia",422363.8,7.865561,NA,NA,NA,NA,NA,NA,11
3985,"Somali","Dollo",2015,"2015-12",3.924984499,53697.86,0,53697.86,"ETH","Ethiopia",423238.5,7.88185,NA,NA,NA,NA,NA,NA,12
3986,"Somali","Dollo",2016,"2016-01",0.152934333,53697.86,0,53697.86,"ETH","Ethiopia",424113.2,7.898139,NA,NA,NA,NA,NA,NA,1
3987,"Somali","Dollo",2016,"2016-10",48.7096722675,53697.86,0,53697.86,"ETH","Ethiopia",431985.3,8.04474,NA,NA,NA,NA,NA,NA,10
3988,"Somali","Dollo",2016,"2016-02",1.42361326775,53697.86,0,53697.86,"ETH","Ethiopia",424987.9,7.914428,NA,NA,NA,NA,NA,NA,2
3989,"Somali","Dollo",2016,"2016-06",5.08772213475,53697.86,0,53697.86,"ETH","Ethiopia",428486.6,7.979584,NA,NA,NA,NA,NA,NA,6
3990,"Somali","Dollo",2016,"2016-11",8.98412169775,53697.86,0,53697.86,"ETH","Ethiopia",432860,8.061029,NA,NA,NA,NA,NA,NA,11
3991,"Somali","Dollo",2016,"2016-12",3.554174467,53697.86,0,53697.86,"ETH","Ethiopia",433734.7,8.077318,NA,NA,NA,NA,NA,NA,12
3992,"Somali","Dollo",2016,"2016-03",11.10844042825,53697.86,0,53697.86,"ETH","Ethiopia",425862.6,7.930717,NA,NA,NA,NA,NA,NA,3
3993,"Somali","Dollo",2016,"2016-07",2.05077025675,53697.86,0,53697.86,"ETH","Ethiopia",429361.3,7.995873,NA,NA,NA,NA,NA,NA,7
3994,"Somali","Dollo",2016,"2016-08",3.51287638025,53697.86,0,53697.86,"ETH","Ethiopia",430236,8.012162,NA,NA,NA,NA,NA,NA,8
3995,"Somali","Dollo",2016,"2016-09",8.71568265475,53697.86,0,53697.86,"ETH","Ethiopia",431110.7,8.028451,NA,NA,NA,NA,NA,NA,9
3996,"Somali","Dollo",2016,"2016-04",66.2735155525,53697.86,0,53697.86,"ETH","Ethiopia",426737.2,7.947006,NA,NA,NA,NA,NA,NA,4
3997,"Somali","Dollo",2016,"2016-05",56.1256798175,53697.86,0,53697.86,"ETH","Ethiopia",427611.9,7.963295,NA,NA,NA,NA,NA,NA,5
3998,"Somali","Dollo",2017,"2017-06",4.66215308425,53697.86,0,53697.86,"ETH","Ethiopia",438982.8,8.175052,NA,NA,NA,NA,NA,NA,6
3999,"Somali","Dollo",2017,"2017-07",1.74778155825,53697.86,0,53697.86,"ETH","Ethiopia",439857.5,8.191341,NA,NA,NA,NA,NA,NA,7
4000,"Somali","Dollo",2017,"2017-08",2.85078912325,53697.86,0,53697.86,"ETH","Ethiopia",440732.2,8.207629,NA,NA,NA,NA,NA,NA,8
4001,"Somali","Dollo",2017,"2017-09",19.6486729,53697.86,0,53697.86,"ETH","Ethiopia",441606.9,8.223918,NA,NA,NA,NA,NA,NA,9
4002,"Somali","Dollo",2017,"2017-03",4.98232221775,53697.86,0,53697.86,"ETH","Ethiopia",436358.8,8.126185,NA,NA,NA,NA,NA,NA,3
4003,"Somali","Dollo",2017,"2017-04",48.1764451475,53697.86,0,53697.86,"ETH","Ethiopia",437233.5,8.142474,NA,NA,NA,NA,NA,NA,4
4004,"Somali","Dollo",2017,"2017-05",63.06389202,53697.86,0,53697.86,"ETH","Ethiopia",438108.1,8.158763,NA,NA,NA,NA,NA,NA,5
4005,"Somali","Dollo",2017,"2017-02",1.520901905,53697.86,0,53697.86,"ETH","Ethiopia",435484.1,8.109896,NA,NA,NA,NA,NA,NA,2
4006,"Somali","Dollo",2017,"2017-10",78.93163257,53697.86,0,53697.86,"ETH","Ethiopia",442481.5,8.240207,NA,NA,NA,NA,NA,NA,10
4007,"Somali","Dollo",2017,"2017-11",29.1781139175,53697.86,0,53697.86,"ETH","Ethiopia",443356.2,8.256496,NA,NA,NA,NA,NA,NA,11
4008,"Somali","Dollo",2017,"2017-12",3.756888458,53697.86,0,53697.86,"ETH","Ethiopia",444230.9,8.272785,NA,NA,NA,NA,NA,NA,12
4009,"Somali","Dollo",2017,"2017-01",1.78780040175,53697.86,0,53697.86,"ETH","Ethiopia",434609.4,8.093607,NA,NA,NA,NA,NA,NA,1
4010,"Somali","Dollo",2018,"2018-01",1.6046767672151,53697.86,0,53697.86,"ETH","Ethiopia",445105.6,8.289074,NA,NA,NA,NA,NA,NA,1
4011,"Somali","Dollo",2018,"2018-02",0.450758815060863,53697.86,0,53697.86,"ETH","Ethiopia",445980.3,8.305363,NA,NA,NA,NA,NA,NA,2
4012,"Somali","Dollo",2018,"2018-11",19.5214877686231,53697.86,0,53697.86,"ETH","Ethiopia",453852.4,8.451964,NA,NA,NA,NA,NA,NA,11
4013,"Somali","Dollo",2018,"2018-12",1.29663195687983,53697.86,0,53697.86,"ETH","Ethiopia",454727.1,8.468253,NA,NA,NA,NA,NA,NA,12
4014,"Somali","Dollo",2018,"2018-10",71.8919717472663,53697.86,0,53697.86,"ETH","Ethiopia",452977.8,8.435675,NA,NA,NA,NA,NA,NA,10
4015,"Somali","Dollo",2018,"2018-06",3.4530717126788,53697.86,0,53697.86,"ETH","Ethiopia",449479,8.370519,NA,NA,NA,NA,NA,NA,6
4016,"Somali","Dollo",2018,"2018-07",1.85248463181204,53697.86,0,53697.86,"ETH","Ethiopia",450353.7,8.386808,NA,NA,NA,NA,NA,NA,7
4017,"Somali","Dollo",2018,"2018-09",32.9846614500174,53697.86,0,53697.86,"ETH","Ethiopia",452103.1,8.419386,NA,NA,NA,NA,NA,NA,9
4018,"Somali","Dollo",2018,"2018-08",1.3638010368759,53697.86,0,53697.86,"ETH","Ethiopia",451228.4,8.403097,NA,NA,NA,NA,NA,NA,8
4019,"Somali","Dollo",2018,"2018-04",61.3190300367749,53697.86,0,53697.86,"ETH","Ethiopia",447729.7,8.337941,NA,NA,NA,NA,NA,NA,4
4020,"Somali","Dollo",2018,"2018-05",53.9388899210832,53697.86,0,53697.86,"ETH","Ethiopia",448604.3,8.35423,NA,NA,NA,NA,NA,NA,5
4021,"Somali","Dollo",2018,"2018-03",12.2971455635839,53697.86,0,53697.86,"ETH","Ethiopia",446855,8.321652,NA,NA,NA,NA,NA,NA,3
4022,"Somali","Dollo",2019,"2019-03",7.68209968407781,53697.86,0,53697.86,"ETH","Ethiopia",457351.2,8.51712,NA,NA,NA,NA,NA,NA,3
4023,"Somali","Dollo",2019,"2019-04",62.6696726373058,53697.86,0,53697.86,"ETH","Ethiopia",458225.8,8.533409,NA,NA,NA,NA,NA,NA,4
4024,"Somali","Dollo",2019,"2019-05",59.5264741133439,53697.86,0,53697.86,"ETH","Ethiopia",459100.5,8.549698,NA,NA,NA,NA,NA,NA,5
4025,"Somali","Dollo",2019,"2019-07",1.7079750276308,53697.86,0,53697.86,"ETH","Ethiopia",460849.9,8.582276,NA,NA,NA,NA,NA,NA,7
4026,"Somali","Dollo",2019,"2019-08",1.51283885431357,53697.86,0,53697.86,"ETH","Ethiopia",461724.6,8.598565,NA,NA,NA,NA,NA,NA,8
4027,"Somali","Dollo",2019,"2019-01",0.674150572389605,53697.86,0,53697.86,"ETH","Ethiopia",455601.8,8.484542,NA,NA,NA,NA,NA,NA,1
4028,"Somali","Dollo",2019,"2019-02",2.48752770757744,53697.86,0,53697.86,"ETH","Ethiopia",456476.5,8.500831,NA,NA,NA,NA,NA,NA,2
4029,"Somali","Dollo",2019,"2019-06",9.6690364502901,53697.86,0,53697.86,"ETH","Ethiopia",459975.2,8.565987,NA,NA,NA,NA,NA,NA,6
4030,"Somali","Fafan",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85005,153023,4.25,9.55,NA
4031,"Somali","Fafan",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136405.3,47166.14,6.82,4.9,NA
4032,"Somali","Fafan",2008,"2008-06",63.8660756216667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1103701,90.47042,6.16049377777778,NA,234352.57,35520.99,7.82,4.53,6
4033,"Somali","Fafan",2008,"2008-05",161.579654216667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1101284,90.27231,5.95061722222222,NA,234352.57,35520.99,7.82,4.53,5
4034,"Somali","Fafan",2008,"2008-10",63.202633845,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1113368,91.26285,7,NA,234352.57,35520.99,7.82,4.53,10
4035,"Somali","Fafan",2008,"2008-04",48.6695084016667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1098868,90.0742,5.74074066666667,NA,234352.57,35520.99,7.82,4.53,4
4036,"Somali","Fafan",2008,"2008-08",87.75832556,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1108535,90.86663,6.58024688888889,NA,234352.57,35520.99,7.82,4.53,8
4037,"Somali","Fafan",2008,"2008-07",89.3401111716667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1106118,90.66853,6.37037033333333,NA,234352.57,35520.99,7.82,4.53,7
4038,"Somali","Fafan",2008,"2008-03",12.3462499025,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1096451,89.87609,5.53086411111111,NA,234352.57,35520.99,7.82,4.53,3
4039,"Somali","Fafan",2008,"2008-12",2.63105855883333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1118202,91.65907,5.2,NA,234352.57,35520.99,7.82,4.53,12
4040,"Somali","Fafan",2008,"2008-01",8.45340359066667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1091617,89.47988,5.111111,NA,234352.57,35520.99,7.82,4.53,1
4041,"Somali","Fafan",2008,"2008-02",2.25567067783333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1094034,89.67799,5.32098755555556,NA,234352.57,35520.99,7.82,4.53,2
4042,"Somali","Fafan",2008,"2008-11",29.83019412,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1115785,91.46096,3.6,NA,234352.57,35520.99,7.82,4.53,11
4043,"Somali","Fafan",2008,"2008-09",72.102542735,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1110952,91.06474,6.79012344444444,NA,234352.57,35520.99,7.82,4.53,9
4044,"Somali","Fafan",2009,"2009-08",90.363966535,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1137537,93.24393,4.23827155555556,NA,229518.75,NA,7.29,NA,8
4045,"Somali","Fafan",2009,"2009-12",9.97323529366667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1147204,94.03636,4.2,NA,229518.75,NA,7.29,NA,12
4046,"Somali","Fafan",2009,"2009-07",82.9813409333333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1135120,93.04582,4.25740733333333,NA,229518.75,NA,7.29,NA,7
4047,"Somali","Fafan",2009,"2009-02",2.99124091583333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1123036,92.05528,4.35308622222222,NA,229518.75,NA,7.29,NA,2
4048,"Somali","Fafan",2009,"2009-01",29.9041299383333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1120619,91.85717,4.372222,NA,229518.75,NA,7.29,NA,1
4049,"Somali","Fafan",2009,"2009-11",12.7870958186667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1144787,93.83825,3.6,NA,229518.75,NA,7.29,NA,11
4050,"Somali","Fafan",2009,"2009-10",96.7553756733333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1142370,93.64015,4.2,NA,229518.75,NA,7.29,NA,10
4051,"Somali","Fafan",2009,"2009-04",107.564755521667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1127870,92.4515,4.31481466666667,NA,229518.75,NA,7.29,NA,4
4052,"Somali","Fafan",2009,"2009-05",57.85518942,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1130286,92.64961,4.29567888888889,NA,229518.75,NA,7.29,NA,5
4053,"Somali","Fafan",2009,"2009-03",33.8118865233333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1125453,92.25339,4.33395044444444,NA,229518.75,NA,7.29,NA,3
4054,"Somali","Fafan",2009,"2009-06",73.7092521016667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1132703,92.84771,4.27654311111111,NA,229518.75,NA,7.29,NA,6
4055,"Somali","Fafan",2009,"2009-09",83.868938505,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1139954,93.44204,4.21913577777778,NA,229518.75,NA,7.29,NA,9
4056,"Somali","Fafan",2010,"2010-07",109.892876963333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1165247,95.51535,2.7,NA,NA,NA,15.93,10.82,7
4057,"Somali","Fafan",2010,"2010-12",2.244986984,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1178269,96.58275,3.8,NA,NA,NA,15.93,10.82,12
4058,"Somali","Fafan",2010,"2010-09",164.5750988,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1170456,95.94231,2.5,NA,NA,NA,15.93,10.82,9
4059,"Somali","Fafan",2010,"2010-06",82.2070486383333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1162643,95.30187,2.8,NA,NA,NA,15.93,10.82,6
4060,"Somali","Fafan",2010,"2010-08",85.2985285733333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1167852,95.72883,2.6,NA,NA,NA,15.93,10.82,8
4061,"Somali","Fafan",2010,"2010-10",19.4499913785,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1173060,96.15579,2.4,NA,NA,NA,15.93,10.82,10
4062,"Somali","Fafan",2010,"2010-11",20.563651325,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1175665,96.36927,3.75,NA,NA,NA,15.93,10.82,11
4063,"Somali","Fafan",2010,"2010-05",161.722218573333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1160038,95.08839,2.9,NA,NA,NA,15.93,10.82,5
4064,"Somali","Fafan",2010,"2010-03",145.134206038333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1154830,94.66143,3.1,NA,NA,NA,15.93,10.82,3
4065,"Somali","Fafan",2010,"2010-01",2.1162773215,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1149621,94.23447,3.3,NA,NA,NA,15.93,10.82,1
4066,"Somali","Fafan",2010,"2010-04",163.02520125,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1157434,94.87491,3,NA,NA,NA,15.93,10.82,4
4067,"Somali","Fafan",2010,"2010-02",51.95328114,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1152225,94.44795,3.2,NA,NA,NA,15.93,10.82,2
4068,"Somali","Fafan",2011,"2011-03",7.8599928855,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1186082,97.22319,5.79876577777778,NA,NA,NA,NA,NA,3
4069,"Somali","Fafan",2011,"2011-04",55.1023507683333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1188686,97.43667,5.97037066666667,NA,NA,NA,NA,NA,4
4070,"Somali","Fafan",2011,"2011-05",124.007628318333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1191291,97.65015,6.14197555555556,NA,NA,NA,NA,NA,5
4071,"Somali","Fafan",2011,"2011-06",54.46301048,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1193895,97.86363,6.31358044444444,NA,NA,NA,NA,NA,6
4072,"Somali","Fafan",2011,"2011-01",2.23372062366667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1180873,96.79623,5.455556,NA,NA,NA,NA,NA,1
4073,"Somali","Fafan",2011,"2011-02",7.03632148333333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1183478,97.00971,5.62716088888889,NA,NA,NA,NA,NA,2
4074,"Somali","Fafan",2011,"2011-07",92.6164776766667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1196500,98.07711,6.48518533333333,NA,NA,NA,NA,NA,7
4075,"Somali","Fafan",2011,"2011-08",152.758480083333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1199104,98.29059,6.65679022222222,NA,NA,NA,NA,NA,8
4076,"Somali","Fafan",2011,"2011-09",146.979143258333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1201708,98.50407,6.82839511111111,NA,NA,NA,NA,NA,9
4077,"Somali","Fafan",2011,"2011-10",19.2160041766667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1204313,98.71755,7,NA,NA,NA,NA,NA,10
4078,"Somali","Fafan",2011,"2011-11",25.80219901,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1206917,98.93103,6.1,NA,NA,NA,NA,NA,11
4079,"Somali","Fafan",2011,"2011-12",5.18894569916667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1209521,99.14451,6.468889,NA,NA,NA,NA,NA,12
4080,"Somali","Fafan",2012,"2012-07",90.50941237,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1227752,100.6389,7.61259266666667,NA,392501.31,73360.86,16.7,17.14,7
4081,"Somali","Fafan",2012,"2012-12",4.9322673755,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1240774,101.7063,8.5,NA,392501.31,73360.86,16.7,17.14,12
4082,"Somali","Fafan",2012,"2012-06",69.7682216083333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1225148,100.4254,7.48345688888889,NA,392501.31,73360.86,16.7,17.14,6
4083,"Somali","Fafan",2012,"2012-03",23.088524595,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1217335,99.78495,7.09604955555556,NA,392501.31,73360.86,16.7,17.14,3
4084,"Somali","Fafan",2012,"2012-11",15.5501278416667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1238169,101.4928,8.5,NA,392501.31,73360.86,16.7,17.14,11
4085,"Somali","Fafan",2012,"2012-08",185.37976385,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1230356,100.8524,7.74172844444444,NA,392501.31,73360.86,16.7,17.14,8
4086,"Somali","Fafan",2012,"2012-01",7.571834878,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1212126,99.35799,6.837778,NA,392501.31,73360.86,16.7,17.14,1
4087,"Somali","Fafan",2012,"2012-09",145.16754295,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1232961,101.0658,7.87086422222222,NA,392501.31,73360.86,16.7,17.14,9
4088,"Somali","Fafan",2012,"2012-04",144.865481583333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1219939,99.99843,7.22518533333333,NA,392501.31,73360.86,16.7,17.14,4
4089,"Somali","Fafan",2012,"2012-05",96.793888565,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1222543,100.2119,7.35432111111111,NA,392501.31,73360.86,16.7,17.14,5
4090,"Somali","Fafan",2012,"2012-02",6.77726168916667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1214730,99.57147,6.96691377777778,NA,392501.31,73360.86,16.7,17.14,2
4091,"Somali","Fafan",2012,"2012-10",22.5476844116667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1235565,101.2793,8,NA,392501.31,73360.86,16.7,17.14,10
4092,"Somali","Fafan",2013,"2013-02",2.5229189195,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1245983,102.1332,7.93333333333333,NA,670561.52,96593.7,26.92,23.68,2
4093,"Somali","Fafan",2013,"2013-07",85.74502402,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1259004,103.2006,8.6,NA,670561.52,96593.7,26.92,23.68,7
4094,"Somali","Fafan",2013,"2013-12",2.17293084683333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1272026,104.268,9,NA,670561.52,96593.7,26.92,23.68,12
4095,"Somali","Fafan",2013,"2013-09",83.96465687,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1264213,103.6276,8.86666666666667,NA,670561.52,96593.7,26.92,23.68,9
4096,"Somali","Fafan",2013,"2013-08",129.213322426667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1261609,103.4141,8.73333333333333,NA,670561.52,96593.7,26.92,23.68,8
4097,"Somali","Fafan",2013,"2013-03",96.4194793766667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1248587,102.3467,8.06666666666667,NA,670561.52,96593.7,26.92,23.68,3
4098,"Somali","Fafan",2013,"2013-11",103.215113363333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1269422,104.0546,9,NA,670561.52,96593.7,26.92,23.68,11
4099,"Somali","Fafan",2013,"2013-01",27.2763678433333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1243378,101.9197,7.8,NA,670561.52,96593.7,26.92,23.68,1
4100,"Somali","Fafan",2013,"2013-06",22.7190785683333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1256400,102.9871,8.46666666666667,NA,670561.52,96593.7,26.92,23.68,6
4101,"Somali","Fafan",2013,"2013-05",94.7993356316667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1253796,102.7737,8.33333333333333,NA,670561.52,96593.7,26.92,23.68,5
4102,"Somali","Fafan",2013,"2013-10",115.032370343333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1266818,103.8411,9,NA,670561.52,96593.7,26.92,23.68,10
4103,"Somali","Fafan",2013,"2013-04",134.4471383,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1251191,102.5602,8.2,NA,670561.52,96593.7,26.92,23.68,4
4104,"Somali","Fafan",2014,"2014-09",168.820635383333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1295466,106.1894,10.0123456666667,NA,796860.02,92781.82,34.7,22.36,9
4105,"Somali","Fafan",2014,"2014-04",145.1574503,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1282444,105.1219,10.074074,NA,796860.02,92781.82,34.7,22.36,4
4106,"Somali","Fafan",2014,"2014-02",5.21393778066667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1277235,104.695,10.0987653333333,NA,796860.02,92781.82,34.7,22.36,2
4107,"Somali","Fafan",2014,"2014-11",7.94318928016667,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1300674,106.6163,10,NA,796860.02,92781.82,34.7,22.36,11
4108,"Somali","Fafan",2014,"2014-10",98.3126289033333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1298070,106.4028,10,NA,796860.02,92781.82,34.7,22.36,10
4109,"Somali","Fafan",2014,"2014-07",124.710240833333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1290257,105.7624,10.037037,NA,796860.02,92781.82,34.7,22.36,7
4110,"Somali","Fafan",2014,"2014-06",39.2123769533333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1287652,105.5489,10.0493826666667,NA,796860.02,92781.82,34.7,22.36,6
4111,"Somali","Fafan",2014,"2014-05",120.215449268333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1285048,105.3354,10.0617283333333,NA,796860.02,92781.82,34.7,22.36,5
4112,"Somali","Fafan",2014,"2014-03",47.9129833383333,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1279839,104.9085,10.0864196666667,NA,796860.02,92781.82,34.7,22.36,3
4113,"Somali","Fafan",2014,"2014-12",4.752840399,12199.87,0.2886723,12199.58,"ETH","Ethiopia",1303279,106.8298,9,NA,796860.02,92781.82,34.7,22.36,12
