"d3mIndex","EVENT_DATE","TIME_PRECISION","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","INTER1","ACTOR2","ASSOC_ACTOR_2","INTER2","INTERACTION","REGION","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","GEO_PRECISION","SOURCE","SOURCE_SCALE","FATALITIES"
2038,"2016-11-22",1,"Protests","Protest with intervention","Protesters (Ethiopia)","Students (Ethiopia); Oromo Ethnic Group (Ethiopia)",6,"Military Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Oromia","Jimma","Kersa","Jima",7.667,36.833,1,"Oromiya Media Network","International",0
2039,"2016-11-23",2,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,12,"Eastern Africa","Amhara","North Gondar","Mirab Armacho","Abderafi",13.733,36.45,1,"ESAT; EBC","National-International",15
2040,"2016-11-25",1,"Violence against civilians","Attack","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,3,"Oromiya Media Network","International",0
2041,"2016-11-25",1,"Protests","Protest with intervention","Protesters (Ethiopia)","Students (Ethiopia)",6,"Military Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"Oromiya Media Network","International",0
2042,"2016-11-28",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia); Prisoners (Ethiopia)",7,37,"Eastern Africa","Oromia","Jimma","Kersa","Jima",7.667,36.833,2,"Oromiya Media Network","International",2
2043,"2016-11-30",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Afar","Zone 3","Amibara","Awash",8.983,40.167,2,"Voice of Oromo Liberation","National",13
2044,"2016-11-30",2,"Violence against civilians","Attack","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","OFC: Oromo Federalist Congress",7,17,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"AFP; ESAT; Oromiya Media Network","International",0
2045,"2016-12-01",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,37,"Eastern Africa","Oromia","Bale","Rayitu","Bishan Oda",6.7,41.167,2,"Oromiya Media Network","International",1
2046,"2016-12-01",3,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,12,"Eastern Africa","Oromia","West Shewa","Ejere","Adis Alem",9.033,38.4,1,"ESAT","International",0
2047,"2016-12-01",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Afar","Zone 3","Amibara","Awash",8.983,40.167,2,"Voice of Oromo Liberation","National",1
2048,"2016-12-01",3,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,12,"Eastern Africa","Tigray","Western Tigray","Kafta Humera","Dansha Bota",13.517,37.183,1,"ESAT","International",0
2049,"2016-12-02",1,"Violence against civilians","Attack","OLF: Oromo Liberation Front","",2,"Civilians (International)","Civilians (China); Civilians (Ethiopia)",7,27,"Eastern Africa","Afar","Zone 3","Amibara","Awash",8.983,40.167,1,"Voice of Oromo Liberation","National",4
2050,"2016-12-02",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018) Prison Guards","",1,"Civilians (Ethiopia)","Prisoners (Ethiopia)",7,17,"Eastern Africa","Oromia","Arsi","Degeluna Tijo","Sagure",7.75,39.15,2,"Oromiya Media Network","International",1
2051,"2016-12-03",1,"Protests","Protest with intervention","Protesters (Ethiopia)","Students (Ethiopia)",6,"Military Forces of Ethiopia (1995-2018)","",1,16,"Eastern Africa","Amhara","North Wollo","Weldiya","Weldiya",11.828,39.592,1,"ESAT","International",0
2052,"2016-12-06",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Students (Ethiopia)",6,"","",0,60,"Eastern Africa","Amhara","North Wollo","Weldiya","Weldiya",11.828,39.592,1,"ESAT","International",0
2053,"2016-12-07",2,"Strategic developments","Arrests","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Amhara","South Wollo","Tehuledere","Hayq",11.3,39.683,1,"ESAT","International",0
2054,"2016-12-08",2,"Strategic developments","Change to group/activity","Military Forces of Ethiopia (1995-2018)","",1,"AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,12,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,3,"ESAT","International",0
2055,"2016-12-09",2,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"Unidentified Armed Group (Ethiopia)","",3,13,"Eastern Africa","Amhara","North Gondar","Dabat","Dabat",12.981,37.762,1,"ESAT","International",0
2056,"2016-12-09",2,"Strategic developments","Looting/property destruction","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,3,"ESAT","International",0
2057,"2016-12-09",2,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"Unidentified Armed Group (Ethiopia)","",3,13,"Eastern Africa","Amhara","Awi","Dangila","Dangila",11.267,36.833,2,"ESAT","International",0
2058,"2016-12-15",3,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018) Prison Guards","",1,"Civilians (Ethiopia)","Prisoners (Ethiopia)",7,17,"Eastern Africa","Addis Ababa","Addis Ababa","Akaki Kality","Akaki Beseka",8.867,38.783,1,"ESAT","International",0
2059,"2016-12-15",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Korahe","Kebridehar","Kebri Dehar",6.74,44.278,2,"ESAT","International",6
2060,"2016-12-16",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Oromia","Bale","Guradamole","Haro Dibe",6.6,40.483,1,"Voice of Oromo Liberation","Subnational",12
2061,"2016-12-17",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Oromia","Bale","Robe","Robe",7.12,40.007,2,"Voice of Oromo Liberation","Subnational",12
2062,"2016-12-18",2,"Riots","Mob violence","Police Forces of Ethiopia (1995-2018) Prison Guards","",1,"Rioters (Ethiopia)","Prisoners (Ethiopia)",5,15,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"ESAT","International",1
2063,"2016-12-18",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Oromia","Bale","Goro","Goro",6.983,40.5,1,"Voice of Oromo Liberation","Subnational",17
2064,"2016-12-18",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","East Harerghe","Babile","Babile",9.217,42.333,2,"Ethiomedia; Jawar Mohammed","New media-National",1
2065,"2016-12-19",2,"Protests","Peaceful protest","Protesters (Ethiopia)","Students (Ethiopia)",6,"","",0,60,"Eastern Africa","Amhara","South Wollo","Dessie Zuria","Dessie",11.133,39.633,1,"Oromiya Media Network","International",0
2066,"2016-12-19",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018)","",1,"Police Forces of Ethiopia (1995-2018) Prison Guards","",1,11,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"ESAT","International",4
2067,"2016-12-19",1,"Battles","Armed clash","OLF: Oromo Liberation Front","",2,"Military Forces of Ethiopia (1995-2018)","",1,12,"Eastern Africa","Oromia","Bale","Guradamole","Haro Dibe",6.6,40.483,1,"Voice of Oromo Liberation","Subnational",9
2068,"2016-12-23",1,"Strategic developments","Agreement","Government of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Prisoners (Ethiopia)",7,17,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,3,"VOA","International",0
2069,"2016-12-28",1,"Violence against civilians","Attack","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","East Shewa","Boset","Doni",8.5,39.55,1,"Oromiya Media Network","International",1
2070,"2016-12-29",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Gambela Peoples","Agnuak","Itang","Itang",8.2,34.267,1,"ESAT","International",5
2071,"2016-12-29",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018)","Oromo Ethnic Group (Ethiopia)",1,"Police Forces of Ethiopia (1995-2018)","Somali Ethnic Group (Ethiopia)",1,11,"Eastern Africa","Oromia","East Harerghe","Golo Oda","Kumbi",8.567,41.467,2,"Ethiomedia; Jawar Mohammed","New media-National",13
2072,"2016-12-29",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","East Harerghe","Babile","Babile",9.217,42.333,2,"Ethiomedia; Jawar Mohammed","New media-National",1
2073,"2016-12-30",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","East Harerghe","Gursum","Gursum",9.35,42.4,1,"Jawar Mohammed; Ethiomedia","New media-National",1
2074,"2017-01-01",3,"Violence against civilians","Attack","Murle Ethnic Militia (South Sudan)","",4,"Civilians (Ethiopia)","Anuak Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Gambela Peoples","Agnuak","Gambela Zuria","Gambella",8.25,34.583,3,"ESAT","International",18
2075,"2017-01-02",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"Benishangul Peoples Liberation Movement","",2,12,"Eastern Africa","Benshangul-Gumaz","Asosa","Sherkole","Sherkole Wereda",10.667,34.833,2,"Zehabesha","International",40
2076,"2017-01-03",1,"Violence against civilians","Attack","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"ESAT","International",1
2077,"2017-01-04",1,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","Government of Ethiopia (1995-2018)",7,37,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"ESAT","International",0
2078,"2017-01-05",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018) Prison Guards","",1,"Civilians (Ethiopia)","Prisoners (Ethiopia)",7,17,"Eastern Africa","Oromia","Jimma","Kersa","Jima",7.667,36.833,2,"Oromiya Media Network","International",1
2079,"2017-01-05",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"Benishangul Peoples Liberation Movement","",2,12,"Eastern Africa","Benshangul-Gumaz","Asosa","Assosa","Asosa",10.067,34.533,3,"ESAT","International",9
2080,"2017-01-06",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"Benishangul Peoples Liberation Movement","",2,12,"Eastern Africa","Benshangul-Gumaz","Asosa","Assosa","Asosa",10.067,34.533,3,"ESAT","International",9
2081,"2017-01-07",2,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018) Prison Guards","",1,"Civilians (Ethiopia)","OFC: Oromo Federalist Congress",7,17,"Eastern Africa","Addis Ababa","Addis Ababa","Akaki Kality","Akaki Beseka",8.867,38.783,1,"Oromiya Media Network","International",0
2082,"2017-01-07",3,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","Somali Ethnic Group (Ethiopia)",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","West Harerghe","Mieso","Asebe Teferi",9.086,40.867,2,"Oromiya Media Network; Ethiomedia","National-International",8
2083,"2017-01-07",3,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","Somali Ethnic Group (Ethiopia)",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","Guji","Negele Borana","Negele",5.317,39.583,2,"Ethiomedia; Oromiya Media Network","National-International",8
2084,"2017-01-07",3,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","Somali Ethnic Group (Ethiopia)",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","Bale","Robe","Robe",7.12,40.007,2,"Ethiomedia; Oromiya Media Network","National-International",8
2085,"2017-01-07",3,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","Somali Ethnic Group (Ethiopia)",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","Borena","Yabelo","Yabelo",4.883,38.083,2,"Ethiomedia; Oromiya Media Network","National-International",8
2086,"2017-01-10",1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Ethiopia)","",3,"","",0,30,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"ESAT","International",0
2087,"2017-01-11",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"Benishangul Peoples Liberation Movement","",2,12,"Eastern Africa","Benshangul-Gumaz","Kamashi","Belo Jegonfoy","Belo Jegonfoy",9.333,36.167,1,"Zehabesha","International",13
2088,"2017-01-11",1,"Riots","Mob violence","Rioters (Ethiopia)","",5,"Civilians (Ethiopia)","Government of Ethiopia (1995-2018)",7,57,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"ESAT","International",0
2089,"2017-01-11",1,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"ESAT","International",1
2090,"2017-01-12",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"Unidentified Armed Group (Ethiopia)","",3,13,"Eastern Africa","Tigray","Western Tigray","Welkait","Welkait",13.717,37.25,1,"Zehabesha","International",16
2091,"2017-01-12",1,"Strategic developments","Arrests","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Dorze Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Southern Nations","Gamo Gofa","Chencha Zuria","Chencha",6.25,37.667,1,"ESAT","International",0
2092,"2017-01-13",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","Government of Ethiopia (1995-2018)",7,37,"Eastern Africa","Oromia","West Wellega","Sayo","Dembi Dolo",8.533,34.8,1,"Oromiya Media Network; Ethiomedia","National-International",1
2093,"2017-01-15",1,"Violence against civilians","Attack","Murle Ethnic Militia (South Sudan)","",4,"Civilians (Ethiopia)","",7,47,"Eastern Africa","Gambela Peoples","Agnuak","Gambela Zuria","Gambella",8.25,34.583,2,"ESAT","International",11
2094,"2017-01-18",1,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Ethiopia)","",3,"","",0,30,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,2,"ESAT","International",0
2095,"2017-01-18",1,"Strategic developments","Disrupted weapons use","Unidentified Armed Group (Ethiopia)","",3,"","",0,30,"Eastern Africa","Amhara","North Gondar","Metema","Metema",12.967,36.2,1,"ESAT","International",0
2096,"2017-01-19",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","West Harerghe","Mieso","Asebe Teferi",9.086,40.867,2,"Ethiomedia; Oromiya Media Network","National-International",4
2097,"2017-01-19",1,"Protests","Protest with intervention","Police Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","",6,16,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Oromiya Media Network; Ethiomedia","National-International",0
2098,"2017-01-25",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","Police Forces of Ethiopia (1995-2018)",7,37,"Eastern Africa","Oromia","Oromia-Finfinne","Burayu","Gefersa",9.067,38.667,1,"Oromiya Media Network","International",1
2099,"2017-01-26",1,"Violence against civilians","Attack","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"Oromiya Media Network","International",4
2100,"2017-02-01",1,"Violence against civilians","Attack","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","East Wellega","Guto Gida","Nekemt",9.083,36.55,1,"Oromiya Media Network","International",1
2101,"2017-02-02",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Police Forces of Ethiopia (1995-2018)","Oromo Ethnic Group (Ethiopia)",1,11,"Eastern Africa","Oromia","West Harerghe","Boke","Nure Musa",8.593,41.077,1,"Oromiya Media Network","International",1
2102,"2017-02-03",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"Unidentified Armed Group (Ethiopia)","",3,13,"Eastern Africa","Benshangul-Gumaz","Asosa","Sherkole","Sherkole Wereda",10.667,34.833,1,"ESAT","International",4
2103,"2017-02-05",1,"Violence against civilians","Attack","Murle Ethnic Militia (South Sudan)","",4,"Civilians (Ethiopia)","Anuak Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Gambela Peoples","Agnuak","Gambela Zuria","Gambella",8.25,34.583,3,"ESAT","International",8
2104,"2017-02-06",1,"Battles","Armed clash","Unidentified Armed Group (Ethiopia)","",3,"Military Forces of Ethiopia (1995-2018)","",1,13,"Eastern Africa","Amhara","North Gondar","West Belesa","Arbaya",12.317,37.833,1,"ESAT","International",22
2105,"2017-02-07",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018)","Oromo Ethnic Group (Ethiopia); Unidentified Armed Group (Ethiopia)",1,"Police Forces of Ethiopia (1995-2018) Liyu Police","Somali Ethnic Group (Ethiopia)",1,11,"Eastern Africa","Oromia","East Harerghe","Gursum","Gursum",9.35,42.4,1,"Oromiya Media Network","International",3
2106,"2017-02-07",1,"Battles","Armed clash","Unidentified Armed Group (Ethiopia)","Afar Ethnic Group (Ethiopia)",3,"Military Forces of Ethiopia (1995-2018)","",1,13,"Eastern Africa","Afar","Zone 3","Amibara","Awash",8.983,40.167,1,"ESAT","International",2
2107,"2017-02-07",1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Amhara","North Gondar","West Belesa","Arbaya",12.317,37.833,1,"ESAT","International",0
2108,"2017-02-08",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018)","Oromo Ethnic Group (Ethiopia); Unidentified Armed Group (Ethiopia)",1,"Police Forces of Ethiopia (1995-2018) Liyu Police","Somali Ethnic Group (Ethiopia)",1,11,"Eastern Africa","Oromia","East Harerghe","Gursum","Gursum",9.35,42.4,1,"Voice of Oromo Liberation","Subnational",2
2109,"2017-02-09",1,"Riots","Mob violence","Rioters (Ethiopia)","",5,"Civilians (Ethiopia)","",7,57,"Eastern Africa","Oromia","Bale","Sinana","Simane",7.083,40.2,1,"Voice of Oromo Liberation","Subnational",0
2110,"2017-02-13",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","Military Forces of Ethiopia (1995-2018)",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","Guji","Negele Borana","Negele",5.317,39.583,2,"VOA","International",9
2111,"2017-02-14",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","Military Forces of Ethiopia (1995-2018)",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","Guji","Negele Borana","Negele",5.317,39.583,2,"VOA","International",9
2112,"2017-02-14",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","West Harerghe","Mieso","Asebe Teferi",9.086,40.867,2,"ESAT","International",10
2113,"2017-02-14",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","East Harerghe","Gursum","Gursum",9.35,42.4,1,"ESAT","International",10
2114,"2017-02-17",1,"Strategic developments","Arrests","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","Arsi","Dodola","Dodola",6.983,39.183,1,"Oromiya Media Network","International",0
2115,"2017-02-18",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Addis Ababa","Addis Ababa","Kolfe - Keran","Piazza",9.037,38.754,1,"Oromiya Media Network","International",1
2116,"2017-02-22",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","Bale","Lege Hida","Beltu",7.868,41.116,1,"Oromiya Media Network","International",20
2117,"2017-02-22",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","West Harerghe","Mieso","Bordode",9.233,40.75,1,"Oromiya Media Network","International",1
2118,"2017-02-22",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","Military Forces of Ethiopia (1995-2018)",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","Bale","Seweyna","Burka Dare",7.483,41.55,2,"Oromiya Media Network","International",17
2119,"2017-02-23",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018) Liyu Police","Military Forces of Ethiopia (1995-2018)",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","Bale","Rayitu","Bishan Oda",6.7,41.167,2,"Oromiya Media Network","International",0
2120,"2017-02-23",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","West Harerghe","Mieso","Bordode",9.233,40.75,1,"Oromiya Media Network","International",2
2121,"2017-02-23",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","East Harerghe","Chinaksen","Chinaksen",9.508,42.607,1,"Oromiya Media Network","International",0
2122,"2017-02-25",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","East Harerghe","Gursum","Gursum",9.35,42.4,1,"Oromiya Media Network","International",1
2123,"2017-02-26",1,"Violence against civilians","Attack","Murle Ethnic Militia (South Sudan)","",4,"Civilians (Ethiopia)","Anuak Ethnic Group (Ethiopia)",7,47,"Eastern Africa","Gambela Peoples","Agnuak","Gambela Zuria","Gambella",8.25,34.583,3,"ESAT","International",4
2124,"2017-02-27",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","East Harerghe","Gursum","Funyan Bira",9.402,42.318,1,"Oromiya Media Network","International",0
2125,"2017-02-28",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","East Harerghe","Gursum","Gursum",9.35,42.4,2,"Oromiya Media Network","International",3
2126,"2017-03-01",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"Benishangul Peoples Liberation Movement","",2,12,"Eastern Africa","Benshangul-Gumaz","Asosa","Assosa","Asosa",10.067,34.533,3,"ESAT","International",13
2127,"2017-03-02",1,"Protests","Peaceful protest","Protesters (Ethiopia)","",6,"","",0,60,"Eastern Africa","Oromia","East Harerghe","Babile","Babile",9.217,42.333,1,"Oromiya Media Network","International",0
2128,"2017-03-04",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","Bale","Rayitu","Bishan Oda",6.7,41.167,1,"Oromiya Media Network","International",0
2129,"2017-03-05",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","West Harerghe","Mieso","Mieso",9.235,40.755,1,"Oromiya Media Network","International",6
2130,"2017-03-06",1,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","Government of Ethiopia (1995-2018)",7,37,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"Zehabesha","International",0
2131,"2017-03-07",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","East Harerghe","Fedis","Fedis",9.139,42.048,1,"Oromiya Media Network","International",8
2132,"2017-03-08",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","East Harerghe","Fedis","Fedis",9.139,42.048,1,"Oromiya Media Network","International",8
2133,"2017-03-08",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Oromo Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Oromia","East Harerghe","Babile","Babile",9.217,42.333,1,"Oromiya Media Network","International",7
2134,"2017-03-09",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018) Liyu Police","",1,"Police Forces of Ethiopia (1995-2018)","Oromo Ethnic Group (Ethiopia); Unidentified Armed Group (Ethiopia)",1,11,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,1,"Zehabesha","International",0
2135,"2017-03-10",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"AGUDM: Patriotic Ginbot 7 for Unity and Democratic Movement","",2,12,"Eastern Africa","Amhara","North Gondar","Gonder Zuria","Gonder",12.6,37.467,1,"Zehabesha","International",10
2136,"2017-03-10",1,"Battles","Armed clash","Unidentified Armed Group (Ethiopia)","",3,"Military Forces of Ethiopia (1995-2018)","",1,13,"Eastern Africa","Amhara","South Gonder","Farta","Samara",11.85,38.017,2,"Zehabesha","International",2
2137,"2017-03-10",1,"Violence against civilians","Attack","Unidentified Armed Group (Ethiopia)","",3,"Civilians (Ethiopia)","",7,37,"Eastern Africa","Amhara","North Gondar","Metema","Metema",12.967,36.2,1,"ESAT","International",0
